,GEOID,hhinc_low,hhinc_prop,passist_prop
54,410419509004,237,0.6076923076923076,0.1794871794871795
55,410419512002,92,0.2365038560411311,0.10796915167095116
56,410470028001,77,0.14807692307692308,0.046153846153846156
57,410470028002,344,0.33528265107212474,0.1442495126705653
58,410470101002,10,0.04784688995215311,0.0861244019138756
59,410470106001,50,0.45871559633027525,0.27522935779816515
60,410050222012,784,0.49557522123893805,0.23388116308470291
61,410050222011,101,0.5,0.27722772277227725
62,410050235002,103,0.19288389513108614,0.12921348314606743
63,410050235005,119,0.3190348525469169,0.18230563002680966
64,410050235001,152,0.2851782363977486,0.23639774859287055
65,410050238001,128,0.27645788336933047,0.038876889848812095
66,410050238003,12,0.06,0.0
67,410050238005,79,0.1926829268292683,0.06585365853658537
68,410050216012,513,0.3925019127773527,0.2746748278500383
69,410050216013,101,0.21535181236673773,0.13859275053304904
70,410359701003,232,0.8226950354609929,0.40070921985815605
71,410359701001,79,0.4114583333333333,0.203125
72,410290030022,204,0.3264,0.2016
73,410290025001,63,0.13263157894736843,0.09894736842105263
74,410290025002,109,0.3562091503267974,0.12091503267973856
75,410290009002,305,0.28800755429650615,0.061378659112370164
76,410290009001,83,0.19483568075117372,0.07981220657276995
77,410290014001,318,0.175303197353914,0.12954796030871002
78,410290023002,105,0.2706185567010309,0.09536082474226804
79,410290002011,248,0.543859649122807,0.5614035087719298
80,410290002013,440,0.8118081180811808,0.28413284132841327
81,410290015001,38,0.10584958217270195,0.0
82,410290015002,267,0.3248175182481752,0.06082725060827251
83,410290024002,119,0.35103244837758113,0.0855457227138643
84,410599505001,273,0.41615853658536583,0.15701219512195122
85,410599505002,242,0.37003058103975534,0.12079510703363915
86,410599505003,63,0.4090909090909091,0.09740259740259741
87,410599507002,166,0.5236593059936908,0.3659305993690852
88,410599507001,124,0.30392156862745096,0.2107843137254902
89,410599507003,106,0.3593220338983051,0.288135593220339
90,410599509002,136,0.3726027397260274,0.17534246575342466
91,410599509003,193,0.21956769055745165,0.1342434584755404
92,410599509001,380,0.7692307692307693,0.6417004048582996
93,410599502001,188,0.3782696177062374,0.38028169014084506
94,410599502003,124,0.28440366972477066,0.09174311926605505
95,410599502005,187,0.46633416458852867,0.0199501246882793
96,410599502004,202,0.5658263305322129,0.6358543417366946
97,410599502002,279,0.5693877551020409,0.336734693877551
98,410599502006,86,0.4174757281553398,0.10194174757281553
99,410599514001,209,0.34717607973421927,0.21926910299003322
100,410470108022,92,0.17228464419475656,0.08052434456928839
101,410470108024,163,0.18909512761020883,0.24013921113689096
102,410470018014,314,0.6015325670498084,0.42528735632183906
103,410470018013,108,0.226890756302521,0.06302521008403361
104,410470018012,346,0.4522875816993464,0.15163398692810456
105,410050228001,242,0.41509433962264153,0.025728987993138937
106,410050228003,35,0.12544802867383512,0.0
107,410050232022,167,0.23291492329149233,0.13807531380753138
108,410710302022,107,0.3031161473087819,0.20113314447592068
109,410710302021,163,0.17814207650273223,0.30601092896174864
110,410019503002,276,0.5401174168297456,0.33463796477495106
111,410019503003,116,0.5446009389671361,0.460093896713615
112,410019501003,164,0.3166023166023166,0.11969111969111969
113,410019501001,227,0.5732323232323232,0.16414141414141414
114,410019504003,147,0.4867549668874172,0.19205298013245034
115,410019504001,218,0.3201174743024963,0.14684287812041116
116,410019506001,89,0.3588709677419355,0.028225806451612902
117,410019502003,284,0.5953878406708596,0.16771488469601678
118,410019505002,75,0.2952755905511811,0.2440944881889764
119,410019505001,319,0.4299191374663073,0.1091644204851752
120,410333611001,396,0.3956043956043956,0.16183816183816183
121,410333611003,395,0.4468325791855204,0.23755656108597284
122,410333613004,328,0.4004884004884005,0.27106227106227104
123,410470016042,335,0.6405353728489483,0.32887189292543023
124,410050214002,76,0.19240506329113924,0.2759493670886076
125,410050214003,163,0.4075,0.075
126,410359718001,185,0.48429319371727747,0.3743455497382199
127,410359703002,66,0.3113207547169811,0.07075471698113207
128,410359703001,126,0.4271186440677966,0.2135593220338983
129,410359703003,74,0.18362282878411912,0.12158808933002481
130,410359703004,65,0.21241830065359477,0.032679738562091505
131,410359705002,114,0.46153846153846156,0.1862348178137652
132,410359705001,235,0.5516431924882629,0.2300469483568075
133,410359711003,151,0.2730560578661845,0.034358047016274866
134,410359711004,65,0.28634361233480177,0.22026431718061673
135,410359711001,103,0.3311897106109325,0.12861736334405144
136,410359711002,146,0.13918017159199236,0.13727359389895138
137,410470106002,210,0.3349282296650718,0.14035087719298245
138,410470106003,106,0.3642611683848797,0.21305841924398625
139,410470013003,31,0.10726643598615918,0.031141868512110725
140,410470013001,159,0.19272727272727272,0.06060606060606061
141,410470015013,270,0.371900826446281,0.22176308539944903
142,410470015011,122,0.25792811839323465,0.13530655391120508
143,410470016024,231,0.3548387096774194,0.0706605222734255
144,410470016022,646,0.6865037194473964,0.4452709883103082
145,410470016021,365,0.45285359801488834,0.43672456575682383
146,410470018023,17,0.04461942257217848,0.25984251968503935
147,410470018022,89,0.19264069264069264,0.15584415584415584
148,410470023011,174,0.18354430379746836,0.14345991561181434
149,410470107021,122,0.291866028708134,0.03349282296650718
150,410470107022,279,0.2990353697749196,0.21221864951768488
151,410470108014,110,0.4782608695652174,0.06956521739130435
152,410470108015,272,0.42566510172143973,0.20344287949921752
153,410470108011,108,0.24942263279445728,0.24018475750577367
154,410470108012,123,0.3565217391304348,0.020289855072463767
155,410050232012,160,0.21447721179624665,0.1032171581769437
156,410050232011,140,0.1891891891891892,0.0445945945945946
157,410050236001,47,0.11519607843137254,0.051470588235294115
158,410050243023,264,0.3469119579500657,0.16951379763469118
159,410050203042,88,0.15331010452961671,0.020905923344947737
160,410050203041,64,0.090014064697609,0.08016877637130802
161,410050212001,378,0.40514469453376206,0.13612004287245444
162,410050224001,152,0.38095238095238093,0.09523809523809523
163,410359707001,93,0.3309608540925267,0.03202846975088968
164,410359707002,159,0.26949152542372884,0.09830508474576272
165,410359717003,163,0.740909090909091,0.5181818181818182
166,410359717002,183,0.39869281045751637,0.19607843137254902
167,410359710001,200,0.6309148264984227,0.19242902208201892
168,410599506001,15,0.07009345794392523,0.056074766355140186
169,410599506003,184,0.7796610169491526,0.4661016949152542
170,410599506006,112,0.2248995983935743,0.3313253012048193
171,410599508004,296,0.27977315689981097,0.06427221172022685
172,410599508002,241,0.7415384615384616,0.3261538461538461
173,410599508001,34,0.08923884514435695,0.11811023622047244
174,410599508003,156,0.5864661654135338,0.45864661654135336
175,410599510001,125,0.3980891719745223,0.0
176,410599510002,414,0.4753157290470723,0.39035591274397247
177,410599510004,115,0.3685897435897436,0.27884615384615385
178,410599510003,196,0.38811881188118813,0.14653465346534653
179,410290002033,302,0.5383244206773619,0.4028520499108734
180,410290002032,170,0.2668759811616955,0.25274725274725274
181,410290002031,230,0.559610705596107,0.39659367396593675
182,410290013023,456,0.44357976653696496,0.3346303501945525
183,410290013025,162,0.3922518159806295,0.0774818401937046
184,410290013021,148,0.3490566037735849,0.29245283018867924
185,410290022004,271,0.38825214899713467,0.10744985673352435
186,410290022002,211,0.33280757097791797,0.30757097791798105
187,410290022003,117,0.210431654676259,0.0683453237410072
188,410290030011,125,0.314070351758794,0.04522613065326633
189,410290006013,186,0.23163138231631383,0.0784557907845579
190,410290006011,74,0.09475032010243278,0.020486555697823303
191,410290012002,8,0.14545454545454545,0.2
192,410290012001,427,0.2887085868830291,0.14672075726842462
193,410050240002,52,0.19402985074626866,0.11194029850746269
194,410050218022,374,0.3596153846153846,0.2701923076923077
195,410599510005,162,0.5567010309278351,0.5463917525773195
196,410599513002,100,0.19801980198019803,0.17227722772277226
197,410599513004,139,0.3225058004640371,0.2923433874709977
198,410599513001,20,0.11363636363636363,0.022727272727272728
199,410599501001,286,0.38492597577388965,0.3364737550471063
200,410599511003,189,0.6428571428571429,0.5782312925170068
201,410599511004,47,0.25405405405405407,0.10810810810810811
202,410599511005,128,0.21658206429780033,0.17766497461928935
203,410599512005,57,0.09710391822827939,0.09028960817717206
204,410599512002,319,0.5951492537313433,0.24440298507462688
205,410599512003,110,0.4330708661417323,0.05511811023622047
206,410599512006,253,0.4517857142857143,0.15892857142857142
207,410419518001,221,0.6225352112676056,0.24788732394366197
208,410419518002,205,0.30873493975903615,0.19879518072289157
209,410419517001,357,0.40940366972477066,0.1628440366972477
210,410530204001,211,0.3843351548269581,0.28415300546448086
211,410530204004,218,0.32732732732732733,0.2882882882882883
212,410530204002,208,0.325,0.2109375
213,410530204005,72,0.3,0.0
214,410050201002,34,0.0921409214092141,0.05420054200542006
215,410050201001,95,0.10303687635574837,0.0
216,410050203021,107,0.19962686567164178,0.08395522388059702
217,410050203022,112,0.0951571792693288,0.06457094307561598
218,410290003001,392,0.31947840260798693,0.33007334963325186
219,410290003002,687,0.5260336906584993,0.44946401225114857
220,410290002022,158,0.34573304157549234,0.3522975929978118
221,410290002023,245,0.550561797752809,0.48089887640449436
222,410290002021,235,0.4425612052730697,0.2975517890772128
223,410290017002,558,0.5181058495821727,0.18755803156917364
224,410290017003,206,0.49878934624697335,0.23002421307506055
225,410290019002,133,0.4586206896551724,0.38275862068965516
226,410290001001,310,0.7616707616707616,0.5012285012285013
227,410050224004,77,0.3422222222222222,0.22666666666666666
228,410050224005,152,0.37073170731707317,0.13170731707317074
229,410050237002,87,0.33984375,0.26953125
230,410050237001,124,0.2271062271062271,0.05128205128205128
231,410190800004,113,0.24197002141327623,0.0728051391862955
232,410190800005,216,0.5934065934065934,0.19230769230769232
233,410050209003,412,0.4858490566037736,0.27240566037735847
234,410050209002,94,0.21266968325791855,0.14705882352941177
235,410050216023,205,0.22019334049409237,0.13748657357679914
236,410050216021,441,0.5358444714459295,0.267314702308627
237,410050219002,125,0.26824034334763946,0.17167381974248927
238,410050202004,141,0.16059225512528474,0.02847380410022779
239,410050202002,29,0.05708661417322835,0.0
240,410050217001,197,0.1824074074074074,0.06759259259259259
241,410050217002,358,0.4463840399002494,0.16708229426433915
242,410599514002,99,0.3235294117647059,0.1503267973856209
243,410599503003,146,0.3022774327122153,0.15734989648033126
244,410599503002,71,0.2191358024691358,0.12962962962962962
245,410599504005,61,0.16137566137566137,0.34656084656084657
246,410599504006,38,0.13818181818181818,0.07636363636363637
247,410599504001,54,0.32335329341317365,0.0718562874251497
248,410599504003,201,0.4975247524752475,0.452970297029703
249,410599506004,239,0.6128205128205129,0.3769230769230769
250,410599506002,183,0.756198347107438,0.4132231404958678
251,410670312002,118,0.45384615384615384,0.2
252,410670316062,120,0.2058319039451115,0.060034305317324184
253,410670316061,231,0.28,0.18424242424242424
254,410670316063,181,0.2248447204968944,0.1453416149068323
255,410670316131,60,0.11049723756906077,0.022099447513812154
256,410619704002,197,0.3634686346863469,0.3339483394833948
257,410619704001,39,0.10773480662983426,0.008287292817679558
258,410099704002,128,0.24615384615384617,0.13653846153846153
259,410099704001,155,0.3780487804878049,0.23414634146341465
260,410430304016,192,0.7559055118110236,0.6220472440944882
261,410430304011,160,0.2671118530884808,0.2570951585976628
262,410430307003,176,0.4282238442822384,0.0413625304136253
263,410430307004,175,0.28317152103559873,0.1407766990291262
264,410510037013,200,0.32786885245901637,0.1885245901639344
265,410670317033,125,0.16666666666666666,0.1
266,410670318051,85,0.15711645101663585,0.2144177449168207
267,410670318054,79,0.15459882583170254,0.09980430528375733
268,410670321031,110,0.12614678899082568,0.0
269,410670321032,441,0.2834190231362468,0.06748071979434447
270,410670326033,126,0.2131979695431472,0.09813874788494077
271,410670326031,84,0.1976470588235294,0.16705882352941176
272,410050244001,230,0.1842948717948718,0.08092948717948718
273,410050244003,611,0.389171974522293,0.09745222929936306
274,410050244002,41,0.082,0.0
275,410470021022,44,0.15017064846416384,0.09897610921501707
276,410470021023,274,0.38920454545454547,0.0625
277,410470021024,344,0.450261780104712,0.2081151832460733
278,410470021021,152,0.2367601246105919,0.1588785046728972
279,410470023032,205,0.2686762778505898,0.17038007863695936
280,410419503043,381,0.5521739130434783,0.2565217391304348
281,410419503031,112,0.2413793103448276,0.11637931034482758
282,410419503032,119,0.42805755395683454,0.11510791366906475
283,410050220003,198,0.21951219512195122,0.1541019955654102
284,410050228004,110,0.3448275862068966,0.21003134796238246
285,410050202005,209,0.3641114982578397,0.033101045296167246
286,410510067012,124,0.1996779388083736,0.07085346215780998
287,410530053005,92,0.08288288288288288,0.02972972972972973
288,410530203042,273,0.47150259067357514,0.35751295336787564
289,410530203041,401,0.6285266457680251,0.2836990595611285
290,410530203032,396,0.6439024390243903,0.16910569105691056
291,410530205002,226,0.1934931506849315,0.052226027397260275
292,410510096053,401,0.5031367628607277,0.34002509410288584
293,410510104111,294,0.5176056338028169,0.2112676056338028
294,410510064032,343,0.3618143459915612,0.14451476793248946
295,410510064033,186,0.425629290617849,0.10526315789473684
296,410510104101,292,0.46129541864139023,0.2843601895734597
297,410510104103,134,0.4024024024024024,0.3183183183183183
298,410579604001,72,0.24742268041237114,0.054982817869415807
299,410579604003,276,0.3704697986577181,0.2912751677852349
300,410579605003,165,0.6021897810218978,0.31386861313868614
301,410579605001,88,0.40930232558139534,0.28837209302325584
302,410579607002,142,0.5482625482625483,0.21621621621621623
303,410710305011,167,0.3121495327102804,0.16635514018691588
304,410710305013,283,0.3397358943577431,0.20408163265306123
305,410710307021,177,0.23758389261744967,0.13020134228187918
306,410710310001,221,0.3148148148148148,0.22934472934472935
307,410710302013,198,0.526595744680851,0.17553191489361702
308,410710302014,208,0.3432343234323432,0.0
309,410710302012,132,0.2413162705667276,0.08043875685557587
310,410470105032,118,0.3390804597701149,0.11206896551724138
311,410470105033,145,0.20480225988700565,0.04519774011299435
312,410470107012,109,0.17552334943639292,0.1320450885668277
313,410470107015,371,0.5361271676300579,0.08959537572254335
314,410530052011,84,0.34710743801652894,0.4214876033057851
315,410530052013,543,0.36738836265223274,0.19147496617050067
316,410530202041,113,0.255079006772009,0.12415349887133183
317,410530202042,60,0.12474012474012475,0.14137214137214138
318,410530051001,251,0.6370558375634517,0.44416243654822335
319,410470105013,240,0.32608695652173914,0.1358695652173913
320,410470105011,149,0.2591304347826087,0.01391304347826087
321,410510003025,29,0.07196029776674938,0.0
322,410510003022,100,0.1724137931034483,0.03793103448275862
323,410510003026,13,0.03307888040712468,0.0
324,410510003024,13,0.02663934426229508,0.0389344262295082
325,410510005012,92,0.2100456621004566,0.2100456621004566
326,410510005014,68,0.17215189873417722,0.2430379746835443
327,410510005011,154,0.4476744186046512,0.313953488372093
328,410510005013,110,0.21235521235521235,0.11196911196911197
329,410510013023,66,0.10981697171381032,0.07321131447587355
330,410510013022,104,0.19771863117870722,0.0779467680608365
331,410510013021,81,0.2288135593220339,0.18361581920903955
332,410510024011,32,0.0600375234521576,0.01876172607879925
333,410510024012,20,0.08130081300813008,0.032520325203252036
334,410139501004,130,0.52,0.472
335,410139501003,663,0.4057527539779682,0.21358629130966952
336,410670316132,36,0.14173228346456693,0.11023622047244094
337,410670316134,468,0.31158455392809586,0.1977363515312916
338,410670316133,158,0.23338257016248154,0.28508124076809455
339,410670318072,60,0.08310249307479224,0.0110803324099723
340,410670318071,365,0.42392566782810687,0.11846689895470383
341,410670324045,117,0.1989795918367347,0.23129251700680273
342,410670324044,48,0.04943357363542739,0.11122554067971163
343,410670324042,28,0.06278026905829596,0.06726457399103139
344,410670319041,38,0.08463251670378619,0.07126948775055679
345,410670309001,356,0.3982102908277405,0.1487695749440716
346,410670315121,43,0.16731517509727625,0.0
347,410670315122,172,0.1534344335414808,0.08563782337198929
348,410499702002,75,0.32751091703056767,0.2052401746724891
349,410499702001,54,0.32335329341317365,0.09580838323353294
350,410499702006,50,0.27932960893854747,0.12290502793296089
351,410499701001,254,0.32192648922686945,0.28010139416983526
352,410279504003,178,0.2932454695222405,0.18945634266886327
353,410379602002,154,0.6814159292035398,0.1592920353982301
354,410379602004,106,0.33544303797468356,0.10443037974683544
355,410379602003,177,0.5267857142857143,0.38095238095238093
356,410379602005,205,0.5074257425742574,0.25
357,410379601002,185,0.41950113378684806,0.1360544217687075
358,410379601001,629,0.6593291404612159,0.18763102725366876
359,410510003012,49,0.1794871794871795,0.0
360,410510002003,182,0.25068870523415976,0.0440771349862259
361,410510002004,485,0.5323819978046103,0.3995609220636663
362,410510004022,47,0.13623188405797101,0.028985507246376812
363,410510004023,105,0.1674641148325359,0.18341307814992025
364,410510011021,198,0.29289940828402367,0.08431952662721894
365,410510015003,65,0.21103896103896103,0.12987012987012986
366,410510015002,113,0.24093816631130063,0.08955223880597014
367,410510076001,207,0.3898305084745763,0.2335216572504708
368,410510076002,381,0.46863468634686345,0.23493234932349324
369,410510077002,107,0.28157894736842104,0.16842105263157894
370,410510081002,203,0.3016344725111441,0.2288261515601783
371,410510081004,280,0.3389830508474576,0.16585956416464892
372,410459706001,124,0.37462235649546827,0.19939577039274925
373,410459706003,168,0.5169230769230769,0.2953846153846154
374,410710303022,64,0.1471264367816092,0.04367816091954023
375,410710303021,64,0.1927710843373494,0.07228915662650602
376,410710301021,60,0.16304347826086957,0.06521739130434782
377,410710301023,374,0.3286467486818981,0.0852372583479789
378,410710306011,184,0.3572815533980582,0.41359223300970877
379,410710306012,306,0.45468053491827637,0.12035661218424963
380,410710301011,260,0.2294792586054722,0.13680494263018536
381,410710303011,49,0.310126582278481,0.08227848101265822
382,410710303012,390,0.2729181245626312,0.20573827851644508
383,410050204042,34,0.05128205128205128,0.012066365007541479
384,410050204041,85,0.1095360824742268,0.0
385,410670309003,312,0.45949926362297494,0.33578792341678937
386,410670309002,199,0.27448275862068966,0.14344827586206896
387,410319603024,290,0.37371134020618557,0.19201030927835053
388,410319603023,54,0.20930232558139536,0.2248062015503876
389,410050230011,144,0.16842105263157894,0.06432748538011696
390,410139501005,166,0.43342036553524804,0.30548302872062666
391,410139502002,122,0.25630252100840334,0.12184873949579832
392,410139502004,283,0.7237851662404092,0.2608695652173913
393,410139503002,319,0.589648798521257,0.32532347504621073
394,410139503004,170,0.6614785992217899,0.3735408560311284
395,410139503005,200,0.20725388601036268,0.20621761658031088
396,410559501002,132,0.352,0.176
397,410559501001,151,0.40482573726541554,0.1554959785522788
398,410659702003,210,0.4259634888438134,0.3448275862068966
399,410659705002,272,0.42040185471406494,0.3894899536321484
400,410659705003,195,0.425764192139738,0.3646288209606987
401,410659707002,107,0.2448512585812357,0.057208237986270026
402,410390039001,284,0.6228070175438597,0.22149122807017543
403,410390039003,331,0.6477495107632094,0.4050880626223092
404,410110011002,146,0.6431718061674009,0.19383259911894274
405,410110011006,203,0.5231958762886598,0.3788659793814433
406,410110011003,164,0.4753623188405797,0.20579710144927535
407,410110011005,173,0.4942857142857143,0.19142857142857142
408,410110006002,69,0.2518248175182482,0.28102189781021897
409,410110006001,123,0.3494318181818182,0.20170454545454544
410,410110003002,91,0.32616487455197135,0.1003584229390681
411,410510063001,85,0.1400329489291598,0.013179571663920923
412,410510064022,119,0.11864406779661017,0.028913260219341975
413,410510070003,87,0.2636363636363636,0.03939393939393939
414,410510070002,32,0.04161248374512354,0.02080624187256177
415,410510072012,169,0.2324621733149931,0.05639614855570839
416,410510038023,27,0.06490384615384616,0.009615384615384616
417,410319602023,188,0.23918575063613232,0.18829516539440203
418,410319602022,399,0.47330960854092524,0.2313167259786477
419,410319602012,296,0.5553470919324578,0.38461538461538464
420,410319602011,442,0.5637755102040817,0.5739795918367347
421,410319603012,153,0.33774834437086093,0.2052980132450331
422,410319603013,243,0.29418886198547217,0.13075060532687652
423,410319603011,129,0.356353591160221,0.09392265193370165
424,410030002022,527,0.29457797652319734,0.03297931805477921
425,410030002021,18,0.03614457831325301,0.0
426,410030107022,0,,
427,410030107023,449,0.7649063032367973,0.1362862010221465
428,410030107021,279,0.5428015564202334,0.15369649805447472
429,410459706005,58,0.5742574257425742,0.504950495049505
430,410459706002,201,0.48905109489051096,0.1897810218978102
431,410459706004,175,0.5102040816326531,0.26239067055393583
432,410459702001,133,0.35,0.17105263157894737
433,410459702003,127,0.32151898734177214,0.1468354430379747
434,410459702004,364,0.5440956651718983,0.11659192825112108
435,410459702002,167,0.5511551155115512,0.5478547854785478
436,410459705001,117,0.4076655052264808,0.05574912891986063
437,410459705006,102,0.39080459770114945,0.13409961685823754
438,410459705004,159,0.5638297872340425,0.48936170212765956
439,410459705005,101,0.37407407407407406,0.3333333333333333
440,410459705003,119,0.4541984732824427,0.22900763358778625
441,410459705002,157,0.4590643274853801,0.25146198830409355
442,410510001002,96,0.17454545454545456,0.03090909090909091
443,410510006022,390,0.4411764705882353,0.2239819004524887
444,410510006023,83,0.16085271317829458,0.1511627906976744
445,410510006021,88,0.31095406360424027,0.07420494699646643
446,410510008014,131,0.28354978354978355,0.24675324675324675
447,410510074002,322,0.34660925726587727,0.19483315392895587
448,410510007011,184,0.28885400313971743,0.18995290423861852
449,410510007012,105,0.2924791086350975,0.14484679665738162
450,410510016022,57,0.13539192399049882,0.06175771971496437
451,410510016023,330,0.5472636815920398,0.2603648424543947
452,410510016024,161,0.49085365853658536,0.2621951219512195
453,410510065011,51,0.054140127388535034,0.09766454352441614
454,410510079001,282,0.45410628019323673,0.27697262479871176
455,410510082022,473,0.45090562440419446,0.36892278360343184
456,410510082021,619,0.39781491002570696,0.14395886889460155
457,410510083022,366,0.44096385542168676,0.36987951807228914
458,410510093022,254,0.42978003384094754,0.14382402707275804
459,410510097012,176,0.3651452282157676,0.26348547717842324
460,410510097013,210,0.37300177619893427,0.18650088809946713
461,410510103032,213,0.2563176895306859,0.07340553549939831
462,410510001007,90,0.18108651911468812,0.028169014084507043
463,410510001006,58,0.14215686274509803,0.041666666666666664
464,410510001005,103,0.29014084507042254,0.08450704225352113
465,410510001001,29,0.0838150289017341,0.0
466,410390024042,252,0.2982248520710059,0.23076923076923078
467,410030011021,94,0.2865853658536585,0.042682926829268296
468,410030011022,367,0.5603053435114503,0.1435114503816794
469,410030104003,307,0.32112970711297073,0.1506276150627615
470,410030104001,79,0.22701149425287356,0.0028735632183908046
471,410030104002,68,0.26877470355731226,0.0
472,410030101003,169,0.17440660474716202,0.018575851393188854
473,410030101001,38,0.12140575079872204,0.03194888178913738
474,410030101002,99,0.11024498886414254,0.015590200445434299
475,410030101004,192,0.25634178905206945,0.06942590120160214
476,410030101005,77,0.12897822445561138,0.0
477,410030004004,67,0.15192743764172337,0.061224489795918366
478,410030004001,273,0.25,0.07967032967032966
479,410030004002,188,0.15932203389830507,0.10932203389830508
480,410030004003,129,0.17793103448275863,0.044137931034482755
481,410030001001,165,0.34375,0.2833333333333333
482,410030001003,150,0.27124773960216997,0.12658227848101267
483,410390047003,137,0.29912663755458513,0.2052401746724891
484,410390047004,198,0.3361629881154499,0.3073005093378608
485,410390047001,144,0.4585987261146497,0.1464968152866242
486,410390050003,167,0.3150943396226415,0.16792452830188678
487,410390050001,95,0.20474137931034483,0.1788793103448276
488,410390044034,255,0.43074324324324326,0.2195945945945946
489,410390044031,278,0.5902335456475584,0.3078556263269639
490,410390044032,552,0.6013071895424836,0.4324618736383442
491,410390048001,680,0.738327904451683,0.2258414766558089
492,410390048003,468,0.7428571428571429,0.27936507936507937
493,410390009031,79,0.341991341991342,0.12121212121212122
494,410390009033,318,0.5023696682464455,0.3001579778830964
495,410390013022,383,0.4745972738537794,0.26394052044609667
496,410050214001,172,0.1365079365079365,0.1111111111111111
497,410050220001,105,0.15328467153284672,0.09197080291970802
498,410050220002,210,0.22580645161290322,0.09462365591397849
499,410050231001,169,0.18924972004479285,0.06942889137737962
500,410050231002,77,0.13604240282685512,0.04946996466431095
501,410050231003,196,0.2149122807017544,0.02412280701754386
502,410050233002,56,0.10606060606060606,0.05113636363636364
503,410050233001,158,0.193390452876377,0.03182374541003672
504,410050233003,96,0.1875,0.052734375
505,410333607021,681,0.45219123505976094,0.19189907038512616
506,410333607022,171,0.4672131147540984,0.35792349726775957
507,410333607023,325,0.37058152793614596,0.2759407069555302
508,410333610003,99,0.18065693430656934,0.05474452554744526
509,410333610004,198,0.36464088397790057,0.289134438305709
510,410333610002,200,0.3787878787878788,0.17045454545454544
511,410333616001,402,0.7805825242718447,0.5398058252427185
512,410333616007,419,0.7089678510998308,0.4416243654822335
513,410333616005,80,0.36036036036036034,0.07207207207207207
514,410333616002,425,0.6071428571428571,0.4685714285714286
515,410030108003,192,0.2659279778393352,0.1481994459833795
516,410030108001,143,0.5143884892086331,0.4460431654676259
517,410030108002,96,0.24552429667519182,0.1483375959079284
518,410030106004,33,0.559322033898305,0.288135593220339
519,410030106003,412,0.8190854870775348,0.02982107355864811
520,410030106001,409,0.49696233292831105,0.19441069258809235
521,410470104005,73,0.2310126582278481,0.1930379746835443
522,410259602001,160,0.36036036036036034,0.15090090090090091
523,410259601004,432,0.638109305760709,0.37370753323485967
524,410259601003,176,0.35991820040899797,0.06952965235173825
525,410259601005,214,0.7379310344827587,0.503448275862069
526,410670314022,146,0.23285486443381181,0.08771929824561403
