,GEOID,hhlang_prop,hhlang_not-e,hhlang_lipro,hhlang_lim
48,410419516001,0.031096563011456628,19,0.0,0
49,410419516003,0.022277227722772276,9,0.0,0
50,410419516002,0.008403361344537815,5,0.0,0
51,410419509001,0.17791411042944785,58,0.0,0
52,410419509003,0.11853448275862069,55,0.021551724137931036,10
53,410419509002,0.2558139534883721,77,0.0,0
54,410419509004,0.21794871794871795,85,0.07692307692307693,30
55,410419512002,0.07197943444730077,28,0.0,0
56,410470028001,0.13653846153846153,71,0.015384615384615385,8
57,410470028002,0.07212475633528265,74,0.0,0
58,410470101002,0.12440191387559808,26,0.0,0
59,410470106001,0.01834862385321101,2,0.0,0
60,410050222012,0.29898862199747156,473,0.08217446270543616,130
61,410050222011,0.30198019801980197,61,0.0,0
62,410050235002,0.0,0,0.0,0
63,410050235005,0.0,0,0.0,0
64,410050235001,0.0,0,0.0,0
65,410050238001,0.21166306695464362,98,0.0,0
66,410050238003,0.24,48,0.0,0
67,410050238005,0.0,0,0.0,0
68,410050216012,0.14613618974751338,191,0.018362662586074982,24
69,410050216013,0.031982942430703626,15,0.0,0
70,410359701003,0.0,0,0.0,0
71,410359701001,0.0,0,0.0,0
72,410290030022,0.1072,67,0.0224,14
73,410290025001,0.10105263157894737,48,0.0,0
74,410290025002,0.07516339869281045,23,0.0,0
75,410290009002,0.153918791312559,163,0.06232294617563739,66
76,410290009001,0.0,0,0.0,0
77,410290014001,0.029768467475192944,54,0.0,0
78,410290023002,0.12371134020618557,48,0.0,0
79,410290002011,0.04824561403508772,22,0.0,0
80,410290002013,0.21955719557195572,119,0.18081180811808117,98
81,410290015001,0.1977715877437326,71,0.0,0
82,410290015002,0.04744525547445255,39,0.0170316301703163,14
83,410290024002,0.04424778761061947,15,0.0,0
84,410599505001,0.08536585365853659,56,0.0,0
85,410599505002,0.03211009174311927,21,0.0,0
86,410599505003,0.0,0,0.0,0
87,410599507002,0.21766561514195584,69,0.03785488958990536,12
88,410599507001,0.051470588235294115,21,0.0,0
89,410599507003,0.26101694915254237,77,0.0,0
90,410599509002,0.14794520547945206,54,0.0,0
91,410599509003,0.29579067121729236,260,0.0,0
92,410599509001,0.3724696356275304,184,0.22672064777327935,112
93,410599502001,0.5814889336016097,289,0.09456740442655935,47
94,410599502003,0.713302752293578,311,0.15137614678899083,66
95,410599502005,0.4089775561097257,164,0.0,0
96,410599502004,0.32212885154061627,115,0.0,0
97,410599502002,0.22653061224489796,111,0.0,0
98,410599502006,0.0,0,0.0,0
99,410599514001,0.03986710963455149,24,0.02159468438538206,13
100,410470108022,0.3333333333333333,178,0.10674157303370786,57
101,410470108024,0.1937354988399072,167,0.05336426914153132,46
102,410470018014,0.6954022988505747,363,0.16475095785440613,86
103,410470018013,0.2668067226890756,127,0.03361344537815126,16
104,410470018012,0.30980392156862746,237,0.023529411764705882,18
105,410050228001,0.09948542024013722,58,0.0,0
106,410050228003,0.17204301075268819,48,0.0,0
107,410050232022,0.21896792189679218,157,0.0,0
108,410710302022,0.12181303116147309,43,0.0,0
109,410710302021,0.17486338797814208,160,0.0,0
110,410019503002,0.0136986301369863,7,0.0,0
111,410019503003,0.09389671361502347,20,0.0,0
112,410019501003,0.15057915057915058,78,0.025096525096525095,13
113,410019501001,0.015151515151515152,6,0.0,0
114,410019504003,0.0,0,0.0,0
115,410019504001,0.04405286343612335,30,0.0,0
116,410019506001,0.06451612903225806,16,0.0,0
117,410019502003,0.03773584905660377,18,0.0,0
118,410019505002,0.04330708661417323,11,0.0,0
119,410019505001,0.06199460916442048,46,0.0,0
120,410333611001,0.053946053946053944,54,0.0,0
121,410333611003,0.03167420814479638,28,0.0,0
122,410333613004,0.05616605616605617,46,0.0,0
123,410470016042,0.6328871892925431,331,0.18929254302103252,99
124,410050214002,0.1468354430379747,58,0.0,0
125,410050214003,0.0,0,0.0,0
126,410359718001,0.13089005235602094,50,0.0,0
127,410359703002,0.04245283018867924,9,0.0,0
128,410359703001,0.0,0,0.0,0
129,410359703003,0.009925558312655087,4,0.0,0
130,410359703004,0.032679738562091505,10,0.0,0
131,410359705002,0.13360323886639677,33,0.0,0
132,410359705001,0.04225352112676056,18,0.011737089201877934,5
133,410359711003,0.13924050632911392,77,0.0,0
134,410359711004,0.16299559471365638,37,0.030837004405286344,7
135,410359711001,0.09003215434083602,28,0.0,0
136,410359711002,0.11439466158245949,120,0.04003813155386082,42
137,410470106002,0.019138755980861243,12,0.0,0
138,410470106003,0.006872852233676976,2,0.0,0
139,410470013003,0.04152249134948097,12,0.0,0
140,410470013001,0.09090909090909091,75,0.0,0
141,410470015013,0.1487603305785124,108,0.0,0
142,410470015011,0.21987315010570824,104,0.0,0
143,410470016024,0.2304147465437788,150,0.0,0
144,410470016022,0.45164718384697133,425,0.14452709883103082,136
145,410470016021,0.4975186104218362,401,0.19478908188585609,157
146,410470018023,0.3858267716535433,147,0.047244094488188976,18
147,410470018022,0.4653679653679654,215,0.0,0
148,410470023011,0.13818565400843882,131,0.017932489451476793,17
149,410470107021,0.0,0,0.0,0
150,410470107022,0.14790996784565916,138,0.04930332261521972,46
151,410470108014,0.0782608695652174,18,0.0,0
152,410470108015,0.07042253521126761,45,0.0,0
153,410470108011,0.09930715935334873,43,0.0,0
154,410470108012,0.3217391304347826,111,0.0,0
155,410050232012,0.1447721179624665,108,0.0,0
156,410050232011,0.07567567567567568,56,0.01756756756756757,13
157,410050236001,0.0,0,0.0,0
158,410050243023,0.0,0,0.0,0
159,410050203042,0.1951219512195122,112,0.0,0
160,410050203041,0.20253164556962025,144,0.0,0
161,410050212001,0.07395498392282958,69,0.010718113612004287,10
162,410050224001,0.17794486215538846,71,0.012531328320802004,5
163,410359707001,0.16725978647686832,47,0.042704626334519574,12
164,410359707002,0.25254237288135595,149,0.07966101694915254,47
165,410359717003,0.3090909090909091,68,0.0,0
166,410359717002,0.05010893246187364,23,0.0,0
167,410359710001,0.0473186119873817,15,0.0,0
168,410599506001,0.11682242990654206,25,0.0,0
169,410599506003,0.13135593220338984,31,0.0,0
170,410599506006,0.03413654618473896,17,0.0,0
171,410599508004,0.1956521739130435,207,0.01606805293005671,17
172,410599508002,0.39076923076923076,127,0.25846153846153846,84
173,410599508001,0.4304461942257218,164,0.29658792650918636,113
174,410599508003,0.3007518796992481,80,0.05263157894736842,14
175,410599510001,0.2643312101910828,83,0.19745222929936307,62
176,410599510002,0.35361653272101035,308,0.04477611940298507,39
177,410599510004,0.4166666666666667,130,0.09615384615384616,30
178,410599510003,0.14455445544554454,73,0.0,0
179,410290002033,0.22994652406417113,129,0.023172905525846704,13
180,410290002032,0.1978021978021978,126,0.01726844583987441,11
181,410290002031,0.1192214111922141,49,0.0,0
182,410290013023,0.3025291828793774,311,0.0,0
183,410290013025,0.24213075060532688,100,0.12590799031476999,52
184,410290013021,0.0,0,0.0,0
185,410290022004,0.04727793696275072,33,0.0,0
186,410290022002,0.01892744479495268,12,0.0,0
187,410290022003,0.09352517985611511,52,0.0,0
188,410290030011,0.0,0,0.0,0
189,410290006013,0.017434620174346202,14,0.0,0
190,410290006011,0.10243277848911651,80,0.0,0
191,410290012002,0.2,11,0.2,11
192,410290012001,0.13252197430696416,196,0.018255578093306288,27
193,410050240002,0.0,0,0.0,0
194,410050218022,0.19423076923076923,202,0.04423076923076923,46
195,410599510005,0.24742268041237114,72,0.0859106529209622,25
196,410599513002,0.2712871287128713,137,0.11287128712871287,57
197,410599513004,0.2853828306264501,123,0.030162412993039442,13
198,410599513001,0.06818181818181818,12,0.0,0
199,410599501001,0.15477792732166892,115,0.04576043068640646,34
200,410599511003,0.48299319727891155,142,0.061224489795918366,18
201,410599511004,0.32432432432432434,60,0.14054054054054055,26
202,410599511005,0.21150592216582065,125,0.1353637901861252,80
203,410599512005,0.40545144804088584,238,0.0,0
204,410599512002,0.4123134328358209,221,0.0,0
205,410599512003,0.36220472440944884,92,0.0,0
206,410599512006,0.30714285714285716,172,0.0,0
207,410419518001,0.01971830985915493,7,0.0,0
208,410419518002,0.04066265060240964,27,0.0,0
209,410419517001,0.027522935779816515,24,0.01261467889908257,11
210,410530204001,0.051001821493624776,28,0.014571948998178506,8
211,410530204004,0.04504504504504504,30,0.0,0
212,410530204002,0.1359375,87,0.0,0
213,410530204005,0.0,0,0.0,0
214,410050201002,0.10569105691056911,39,0.02168021680216802,8
215,410050201001,0.09544468546637744,88,0.01735357917570499,16
216,410050203021,0.22388059701492538,120,0.0,0
217,410050203022,0.22769753610875107,268,0.010195412064570943,12
218,410290003001,0.13528932355338225,166,0.021189894050529748,26
219,410290003002,0.19372128637059724,253,0.08958652373660031,117
220,410290002022,0.3676148796498906,168,0.24070021881838075,110
221,410290002023,0.23370786516853934,104,0.017977528089887642,8
222,410290002021,0.17702448210922786,94,0.02824858757062147,15
223,410290017002,0.14113277623026926,152,0.10120705663881151,109
224,410290017003,0.0,0,0.0,0
225,410290019002,0.06551724137931035,19,0.0,0
226,410290001001,0.29484029484029484,120,0.08845208845208845,36
227,410050224004,0.06666666666666667,15,0.0,0
228,410050224005,0.04390243902439024,18,0.0,0
229,410050237002,0.1875,48,0.0,0
230,410050237001,0.045787545787545784,25,0.0,0
231,410190800004,0.2334047109207709,109,0.0,0
232,410190800005,0.046703296703296704,17,0.0,0
233,410050209003,0.18514150943396226,157,0.036556603773584904,31
234,410050209002,0.08144796380090498,36,0.0,0
235,410050216023,0.16648764769065522,155,0.06337271750805586,59
236,410050216021,0.24787363304981774,204,0.0,0
237,410050219002,0.03862660944206009,18,0.0,0
238,410050202004,0.07972665148063782,70,0.0,0
239,410050202002,0.11811023622047244,60,0.0,0
240,410050217001,0.1175925925925926,127,0.013888888888888888,15
241,410050217002,0.1084788029925187,87,0.05486284289276808,44
242,410599514002,0.006535947712418301,2,0.0,0
243,410599503003,0.028985507246376812,14,0.0,0
244,410599503002,0.037037037037037035,12,0.0,0
245,410599504005,0.1111111111111111,42,0.013227513227513227,5
246,410599504006,0.08363636363636363,23,0.0,0
247,410599504001,0.017964071856287425,3,0.0,0
248,410599504003,0.034653465346534656,14,0.0,0
249,410599506004,0.08205128205128205,32,0.0,0
250,410599506002,0.0,0,0.0,0
251,410670312002,0.9,234,0.5461538461538461,142
252,410670316062,0.3670668953687822,214,0.0634648370497427,37
253,410670316061,0.2957575757575758,244,0.01090909090909091,9
254,410670316063,0.1826086956521739,147,0.0,0
255,410670316131,0.12154696132596685,66,0.06077348066298342,33
256,410619704002,0.05719557195571956,31,0.0,0
257,410619704001,0.027624309392265192,10,0.0,0
258,410099704002,0.06346153846153846,33,0.0,0
259,410099704001,0.046341463414634146,19,0.0,0
260,410430304016,0.0,0,0.0,0
261,410430304011,0.03171953255425709,19,0.0,0
262,410430307003,0.046228710462287104,19,0.019464720194647202,8
263,410430307004,0.03398058252427184,21,0.0,0
264,410510037013,0.11475409836065574,70,0.0,0
265,410670317033,0.37466666666666665,281,0.014666666666666666,11
266,410670318051,0.28650646950092423,155,0.018484288354898338,10
267,410670318054,0.16046966731898238,82,0.0,0
268,410670321031,0.11467889908256881,100,0.0,0
269,410670321032,0.2210796915167095,344,0.03470437017994859,54
270,410670326033,0.2098138747884941,124,0.09813874788494077,58
271,410670326031,0.3458823529411765,147,0.02823529411764706,12
272,410050244001,0.12580128205128205,157,0.0,0
273,410050244003,0.1484076433121019,233,0.056687898089171976,89
274,410050244002,0.184,92,0.0,0
275,410470021022,0.0,0,0.0,0
276,410470021023,0.06960227272727272,49,0.0,0
277,410470021024,0.07591623036649214,58,0.0,0
278,410470021021,0.1308411214953271,84,0.0,0
279,410470023032,0.07863695937090433,60,0.0,0
280,410419503043,0.03768115942028986,26,0.0,0
281,410419503031,0.02586206896551724,12,0.02586206896551724,12
282,410419503032,0.11510791366906475,32,0.0,0
283,410050220003,0.036585365853658534,33,0.0,0
284,410050228004,0.23197492163009403,74,0.0,0
285,410050202005,0.04529616724738676,26,0.0,0
286,410510067012,0.12077294685990338,75,0.0,0
287,410530053005,0.17117117117117117,190,0.01981981981981982,22
288,410530203042,0.2918825561312608,169,0.07081174438687392,41
289,410530203041,0.38087774294670845,243,0.07366771159874608,47
290,410530203032,0.15609756097560976,96,0.08943089430894309,55
291,410530205002,0.02054794520547945,24,0.0,0
292,410510096053,0.24968632371392724,199,0.06900878293601004,55
293,410510104111,0.1619718309859155,92,0.11443661971830986,65
294,410510064032,0.26582278481012656,252,0.03164556962025317,30
295,410510064033,0.32265446224256294,141,0.02517162471395881,11
296,410510104101,0.2353870458135861,149,0.06477093206951026,41
297,410510104103,0.12012012012012012,40,0.0,0
298,410579604001,0.041237113402061855,12,0.0,0
299,410579604003,0.11543624161073826,86,0.0,0
300,410579605003,0.08759124087591241,24,0.0,0
301,410579605001,0.2,43,0.08837209302325581,19
302,410579607002,0.0,0,0.0,0
303,410710305011,0.04672897196261682,25,0.0,0
304,410710305013,0.062424969987995196,52,0.0,0
305,410710307021,0.09932885906040269,74,0.0,0
306,410710310001,0.08262108262108261,58,0.0,0
307,410710302013,0.0,0,0.0,0
308,410710302014,0.264026402640264,160,0.0,0
309,410710302012,0.18281535648994515,100,0.04936014625228519,27
310,410470105032,0.09482758620689655,33,0.0,0
311,410470105033,0.12570621468926554,89,0.015536723163841809,11
312,410470107012,0.0853462157809984,53,0.0,0
313,410470107015,0.19653179190751446,136,0.01878612716763006,13
314,410530052011,0.16115702479338842,39,0.028925619834710745,7
315,410530052013,0.10419485791610285,154,0.0,0
316,410530202041,0.07674943566591422,34,0.0,0
317,410530202042,0.056133056133056136,27,0.0,0
318,410530051001,0.28426395939086296,112,0.0,0
319,410470105013,0.15217391304347827,112,0.0,0
320,410470105011,0.2,115,0.008695652173913044,5
321,410510003025,0.19106699751861042,77,0.0,0
322,410510003022,0.2120689655172414,123,0.0,0
323,410510003026,0.0,0,0.0,0
324,410510003024,0.08401639344262295,41,0.0,0
325,410510005012,0.1917808219178082,84,0.0,0
326,410510005014,0.08354430379746836,33,0.027848101265822784,11
327,410510005011,0.11918604651162791,41,0.06976744186046512,24
328,410510005013,0.21428571428571427,111,0.03861003861003861,20
329,410510013023,0.1464226289517471,88,0.0,0
330,410510013022,0.11596958174904944,61,0.0,0
331,410510013021,0.03672316384180791,13,0.0,0
332,410510024011,0.2026266416510319,108,0.0,0
333,410510024012,0.032520325203252036,8,0.0,0
334,410139501004,0.236,59,0.0,0
335,410139501003,0.07588739290085679,124,0.0,0
336,410670316132,0.43700787401574803,111,0.0,0
337,410670316134,0.3348868175765646,503,0.05792276964047936,87
338,410670316133,0.2717872968980798,184,0.060561299852289516,41
339,410670318072,0.18975069252077562,137,0.03185595567867036,23
340,410670318071,0.31823461091753774,274,0.06736353077816493,58
341,410670324045,0.2193877551020408,129,0.023809523809523808,14
342,410670324044,0.1791967044284243,174,0.0,0
343,410670324042,0.14349775784753363,64,0.0,0
344,410670319041,0.13140311804008908,59,0.022271714922048998,10
345,410670309001,0.39485458612975394,353,0.16890380313199105,151
346,410670315121,0.10894941634241245,28,0.0,0
347,410670315122,0.35504014272970563,398,0.013380909901873328,15
348,410499702002,0.13537117903930132,31,0.06986899563318777,16
349,410499702001,0.08383233532934131,14,0.017964071856287425,3
350,410499702006,0.0223463687150838,4,0.0,0
351,410499701001,0.37135614702154623,293,0.07097591888466413,56
352,410279504003,0.627677100494234,381,0.085667215815486,52
353,410379602002,0.061946902654867256,14,0.0,0
354,410379602004,0.14873417721518986,47,0.015822784810126583,5
355,410379602003,0.047619047619047616,16,0.0,0
356,410379602005,0.05198019801980198,21,0.0,0
357,410379601002,0.05215419501133787,23,0.0,0
358,410379601001,0.0639412997903564,61,0.007337526205450734,7
359,410510003012,0.06227106227106227,17,0.0,0
360,410510002003,0.07024793388429752,51,0.0,0
361,410510002004,0.2645444566410538,241,0.22941822173435786,209
362,410510004022,0.1536231884057971,53,0.0,0
363,410510004023,0.22807017543859648,143,0.0685805422647528,43
364,410510011021,0.1301775147928994,88,0.051775147928994084,35
365,410510015003,0.10064935064935066,31,0.0,0
366,410510015002,0.11087420042643924,52,0.0,0
367,410510076001,0.11299435028248588,60,0.05084745762711865,27
368,410510076002,0.45264452644526443,368,0.22632226322263221,184
369,410510077002,0.2710526315789474,103,0.12368421052631579,47
370,410510081002,0.1575037147102526,106,0.022288261515601784,15
371,410510081004,0.2106537530266344,174,0.015738498789346248,13
372,410459706001,0.08761329305135952,29,0.0,0
373,410459706003,0.2676923076923077,87,0.05846153846153846,19
374,410710303022,0.1103448275862069,48,0.0,0
375,410710303021,0.1144578313253012,38,0.0,0
376,410710301021,0.029891304347826088,11,0.0,0
377,410710301023,0.1063268892794376,121,0.01757469244288225,20
378,410710306011,0.2446601941747573,126,0.0,0
379,410710306012,0.07280832095096583,49,0.0,0
380,410710301011,0.08473080317740513,96,0.03795233892321271,43
381,410710303011,0.0,0,0.0,0
382,410710303012,0.2498250524842547,357,0.01959412176347096,28
383,410050204042,0.2096530920060332,139,0.012066365007541479,8
384,410050204041,0.15721649484536082,122,0.029639175257731958,23
385,410670309003,0.13549337260677466,92,0.0,0
386,410670309002,0.1986206896551724,144,0.022068965517241378,16
387,410319603024,0.21391752577319587,166,0.02577319587628866,20
388,410319603023,0.08139534883720931,21,0.0,0
389,410050230011,0.14619883040935672,125,0.0,0
390,410139501005,0.1409921671018277,54,0.0,0
391,410139502002,0.03571428571428571,17,0.0,0
392,410139502004,0.11764705882352941,46,0.0,0
393,410139503002,0.19038817005545286,103,0.0,0
394,410139503004,0.0,0,0.0,0
395,410139503005,0.08911917098445596,86,0.0,0
396,410559501002,0.037333333333333336,14,0.0,0
397,410559501001,0.045576407506702415,17,0.0,0
398,410659702003,0.19878296146044624,98,0.0,0
399,410659705002,0.2472952086553323,160,0.0571870170015456,37
400,410659705003,0.1331877729257642,61,0.013100436681222707,6
401,410659707002,0.04576659038901602,20,0.0,0
402,410390039001,0.07236842105263158,33,0.0,0
403,410390039003,0.033268101761252444,17,0.0,0
404,410110011002,0.09691629955947137,22,0.0,0
405,410110011006,0.03350515463917526,13,0.0,0
406,410110011003,0.0,0,0.0,0
407,410110011005,0.0,0,0.0,0
408,410110006002,0.16423357664233576,45,0.0,0
409,410110006001,0.08238636363636363,29,0.0,0
410,410110003002,0.043010752688172046,12,0.0,0
411,410510063001,0.14827018121911037,90,0.019769357495881382,12
412,410510064022,0.06979062811565304,70,0.0,0
413,410510070003,0.09393939393939393,31,0.0,0
414,410510070002,0.35240572171651496,271,0.022106631989596878,17
415,410510072012,0.0343878954607978,25,0.0,0
416,410510038023,0.21394230769230768,89,0.0,0
417,410319602023,0.361323155216285,284,0.0,0
418,410319602022,0.08896797153024912,75,0.03202846975088968,27
419,410319602012,0.1951219512195122,104,0.0,0
420,410319602011,0.25892857142857145,203,0.07397959183673469,58
421,410319603012,0.03090507726269316,14,0.0,0
422,410319603013,0.020581113801452784,17,0.0,0
423,410319603011,0.03314917127071823,12,0.0,0
424,410030002022,0.19787590832867524,354,0.021799888205701508,39
425,410030002021,0.1285140562248996,64,0.0,0
426,410030107022,,0,,0
427,410030107023,0.43611584327086883,256,0.10562180579216354,62
428,410030107021,0.22957198443579765,118,0.09727626459143969,50
429,410459706005,0.0,0,0.0,0
430,410459706002,0.09002433090024331,37,0.0,0
431,410459706004,0.043731778425655975,15,0.0,0
432,410459702001,0.14210526315789473,54,0.0,0
433,410459702003,0.2379746835443038,94,0.0,0
434,410459702004,0.09715994020926756,65,0.0,0
435,410459702002,0.46204620462046203,140,0.0891089108910891,27
436,410459705001,0.18466898954703834,53,0.0,0
437,410459705006,0.4367816091954023,114,0.0,0
438,410459705004,0.6170212765957447,174,0.031914893617021274,9
439,410459705005,0.45555555555555555,123,0.02962962962962963,8
440,410459705003,0.5954198473282443,156,0.04198473282442748,11
441,410459705002,0.49707602339181284,170,0.19005847953216373,65
442,410510001002,0.07636363636363637,42,0.0,0
443,410510006022,0.38574660633484165,341,0.011312217194570135,10
444,410510006023,0.3488372093023256,180,0.08139534883720931,42
445,410510006021,0.127208480565371,36,0.0,0
446,410510008014,0.05844155844155844,27,0.0,0
447,410510074002,0.24219590958019377,225,0.011840688912809472,11
448,410510007011,0.07849293563579278,50,0.012558869701726845,8
449,410510007012,0.20612813370473537,74,0.07520891364902507,27
450,410510016022,0.2660332541567696,112,0.06175771971496437,26
451,410510016023,0.2736318407960199,165,0.15754560530679934,95
452,410510016024,0.375,123,0.2926829268292683,96
453,410510065011,0.09660297239915075,91,0.0,0
454,410510079001,0.29307568438003223,182,0.04186795491143317,26
455,410510082022,0.41182078169685415,432,0.18779790276453764,197
456,410510082021,0.3361182519280206,523,0.11246786632390746,175
457,410510083022,0.17951807228915662,149,0.05421686746987952,45
458,410510093022,0.27411167512690354,162,0.01692047377326565,10
459,410510097012,0.08091286307053942,39,0.024896265560165973,12
460,410510097013,0.458259325044405,258,0.023090586145648313,13
461,410510103032,0.16967509025270758,141,0.0,0
462,410510001007,0.16700201207243462,83,0.0,0
463,410510001006,0.03676470588235294,15,0.0,0
464,410510001005,0.12394366197183099,44,0.0,0
465,410510001001,0.1416184971098266,49,0.0,0
466,410390024042,0.047337278106508875,40,0.0,0
467,410030011021,0.21646341463414634,71,0.0,0
468,410030011022,0.22290076335877862,146,0.0,0
469,410030104003,0.1809623430962343,173,0.028242677824267783,27
470,410030104001,0.06896551724137931,24,0.0,0
471,410030104002,0.07905138339920949,20,0.04743083003952569,12
472,410030101003,0.17440660474716202,169,0.0,0
473,410030101001,0.0,0,0.0,0
474,410030101002,0.14253897550111358,128,0.0,0
475,410030101004,0.06809078771695594,51,0.0,0
476,410030101005,0.09045226130653267,54,0.02680067001675042,16
477,410030004004,0.045351473922902494,20,0.0,0
478,410030004001,0.1978021978021978,216,0.07692307692307693,84
479,410030004002,0.19491525423728814,230,0.038135593220338986,45
480,410030004003,0.25103448275862067,182,0.05103448275862069,37
481,410030001001,0.0,0,0.0,0
482,410030001003,0.14647377938517178,81,0.0,0
483,410390047003,0.17467248908296942,80,0.010917030567685589,5
484,410390047004,0.08149405772495756,48,0.0,0
485,410390047001,0.1337579617834395,42,0.0,0
486,410390050003,0.07735849056603773,41,0.0,0
487,410390050001,0.2995689655172414,139,0.0,0
488,410390044034,0.1891891891891892,112,0.0,0
489,410390044031,0.2484076433121019,117,0.0,0
490,410390044032,0.12962962962962962,119,0.007625272331154684,7
491,410390048001,0.1259500542888165,116,0.0,0
492,410390048003,0.38095238095238093,240,0.12698412698412698,80
493,410390009031,0.19480519480519481,45,0.0,0
494,410390009033,0.06951026856240126,44,0.0,0
495,410390013022,0.03593556381660471,29,0.0,0
496,410050214001,0.030952380952380953,39,0.0,0
497,410050220001,0.09197080291970802,63,0.0,0
498,410050220002,0.04516129032258064,42,0.0,0
499,410050231001,0.03471444568868981,31,0.0,0
500,410050231002,0.04063604240282685,23,0.0,0
501,410050231003,0.11951754385964912,109,0.0,0
502,410050233002,0.041666666666666664,22,0.0,0
503,410050233001,0.1003671970624235,82,0.0,0
504,410050233003,0.044921875,23,0.0,0
505,410333607021,0.04249667994687915,64,0.0,0
506,410333607022,0.0,0,0.0,0
507,410333607023,0.06385404789053592,56,0.014823261117445839,13
508,410333610003,0.05656934306569343,31,0.0,0
509,410333610004,0.06445672191528545,35,0.029465930018416207,16
510,410333610002,0.06818181818181818,36,0.0,0
511,410333616001,0.03300970873786408,17,0.0,0
512,410333616007,0.0,0,0.0,0
513,410333616005,0.0,0,0.0,0
514,410333616002,0.04428571428571428,31,0.0,0
515,410030108003,0.20914127423822715,151,0.013850415512465374,10
516,410030108001,0.07913669064748201,22,0.0,0
517,410030108002,0.08439897698209718,33,0.0,0
518,410030106004,0.711864406779661,42,0.0,0
519,410030106003,0.28628230616302186,144,0.12326043737574553,62
520,410030106001,0.13001215066828675,107,0.024301336573511544,20
521,410470104005,0.25949367088607594,82,0.08227848101265822,26
522,410259602001,0.08108108108108109,36,0.01126126126126126,5
523,410259601004,0.03840472673559823,26,0.0,0
524,410259601003,0.10020449897750511,49,0.0,0
525,410259601005,0.07241379310344828,21,0.0,0
526,410670314022,0.22488038277511962,141,0.011164274322169059,7
527,410390019043,0.15618661257606492,77,0.032454361054766734,16
528,410390029031,0.09719626168224299,52,0.0,0
529,410390023012,0.018561484918793503,8,0.0,0
530,410390045013,0.09848484848484848,52,0.01893939393939394,10
531,410390045011,0.13664596273291926,66,0.035196687370600416,17
532,410510003014,0.1442495126705653,74,0.0,0
533,410510099041,0.2381786339754816,136,0.0,0
534,410510099043,0.15584415584415584,60,0.02857142857142857,11
535,410510106002,0.15086887835703003,191,0.08846761453396525,112
536,410510106003,0.2765957446808511,91,0.0547112462006079,18
537,410510023031,0.08983451536643026,38,0.0,0
538,410510022031,0.11150442477876106,63,0.0,0
539,410510022032,0.08333333333333333,41,0.0,0
540,410510022034,0.2052401746724891,94,0.13973799126637554,64
541,410510065013,0.096875,62,0.0,0
542,410710307023,0.1307017543859649,149,0.02456140350877193,28
543,410710308013,0.21680216802168023,160,0.07181571815718157,53
544,410390035004,0.014028056112224449,7,0.0,0
545,410390024041,0.08977556109725686,72,0.05860349127182045,47
546,410390028001,0.1476510067114094,132,0.0,0
547,410390016002,0.0502092050209205,24,0.0,0
548,410390016003,0.029197080291970802,12,0.0,0
549,410390016001,0.08771929824561403,20,0.0,0
550,410390016004,0.01837270341207349,7,0.0,0
