,id,left,top,right,bottom,geometry,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,UTILITYNAM,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,GLOBALID,SHAPE_STAr,SHAPE_STLe,hhinc_<10,hhinc_10-15,hhinc_15-20,hhinc_20-25,hhinc_25-30,hhinc_30-35,hhinc_35-40,hhinc_40-45,hhinc_45-50,hhinc_50-60,hhinc_60-75,hhinc_med
386,387,7449021.9918,534932.1747,7459581.9918,545492.1747,POINT (7449021.9918 534932.1747),41,071,030502,4,410710305024,Block Group 4,G5030,S,11083215.0,0.0,+45.0842579,-123.4278370,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,16,8,36,13,25,30,0,16,47,25,70,48676
387,388,7449021.9918,524372.1747,7459581.9918,534932.1747,POINT (7449021.9918 524372.1747),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710450.0,43936.0,+45.0519061,-123.4623889,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,38,17,18,27,36,29,46,12,29,55,39,53411
388,389,7449021.9918,513812.1747,7459581.9918,524372.1747,POINT (7449021.9918 513812.1747),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710450.0,43936.0,+45.0519061,-123.4623889,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,38,17,18,27,36,29,46,12,29,55,39,53411
389,390,7449021.9918,503252.1747,7459581.9918,513812.1747,POINT (7449021.9918 503252.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662105806.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,23,14,3,36,13,10,8,9,0,21,30,71691
390,391,7449021.9918,492692.1747,7459581.9918,503252.1747,POINT (7449021.9918 492692.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662105806.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,23,14,3,36,13,10,8,9,0,21,30,71691
391,392,7449021.9918,482132.1747,7459581.9918,492692.1747,POINT (7449021.9918 482132.1747),41,053,020500,4,410530205004,Block Group 4,G5030,S,45891753.0,0.0,+44.9607512,-123.3567621,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,0,0,0,0,0,0,0,0,0,0
392,393,7449021.9918,471572.1747,7459581.9918,482132.1747,POINT (7449021.9918 471572.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662105806.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,23,14,3,36,13,10,8,9,0,21,30,71691
393,394,7449021.9918,461012.1747,7459581.9918,471572.1747,POINT (7449021.9918 461012.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,395,7449021.9918,450452.1747,7459581.9918,461012.1747,POINT (7449021.9918 450452.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,396,7449021.9918,439892.1747,7459581.9918,450452.1747,POINT (7449021.9918 439892.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,397,7449021.9918,429332.1747,7459581.9918,439892.1747,POINT (7449021.9918 429332.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,398,7449021.9918,418772.1747,7459581.9918,429332.1747,POINT (7449021.9918 418772.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,399,7449021.9918,408212.1747,7459581.9918,418772.1747,POINT (7449021.9918 408212.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,400,7449021.9918,397652.1747,7459581.9918,408212.1747,POINT (7449021.9918 397652.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,401,7459581.9918,809492.1747,7470141.9918,820052.1747,POINT (7459581.9918 809492.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,402,7459581.9918,798932.1747,7470141.9918,809492.1747,POINT (7459581.9918 798932.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,403,7459581.9918,788372.1747,7470141.9918,798932.1747,POINT (7459581.9918 788372.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,404,7459581.9918,777812.1747,7470141.9918,788372.1747,POINT (7459581.9918 777812.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,405,7459581.9918,767252.1747,7470141.9918,777812.1747,POINT (7459581.9918 767252.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,406,7459581.9918,756692.1747,7470141.9918,767252.1747,POINT (7459581.9918 756692.1747),41,067,033500,1,410670335001,Block Group 1,G5030,S,208719822.0,18298.0,+45.6963969,-123.3252426,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,18,15,0,8,0,6,15,0,6,27,16,87632
406,407,7459581.9918,746132.1747,7470141.9918,756692.1747,POINT (7459581.9918 746132.1747),41,067,033500,1,410670335001,Block Group 1,G5030,S,208719822.0,18298.0,+45.6963969,-123.3252426,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,18,15,0,8,0,6,15,0,6,27,16,87632
407,408,7459581.9918,735572.1747,7470141.9918,746132.1747,POINT (7459581.9918 735572.1747),41,067,033500,1,410670335001,Block Group 1,G5030,S,208719822.0,18298.0,+45.6963969,-123.3252426,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,18,15,0,8,0,6,15,0,6,27,16,87632
408,409,7459581.9918,725012.1747,7470141.9918,735572.1747,POINT (7459581.9918 725012.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,410,7459581.9918,714452.1747,7470141.9918,725012.1747,POINT (7459581.9918 714452.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,411,7459581.9918,703892.1747,7470141.9918,714452.1747,POINT (7459581.9918 703892.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,412,7459581.9918,693332.1747,7470141.9918,703892.1747,POINT (7459581.9918 693332.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,3,0,6,0,27,8,0,32,22,23,37,74375
412,413,7459581.9918,682772.1747,7470141.9918,693332.1747,POINT (7459581.9918 682772.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,3,0,6,0,27,8,0,32,22,23,37,74375
413,414,7459581.9918,672212.1747,7470141.9918,682772.1747,POINT (7459581.9918 672212.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,3,0,6,0,27,8,0,32,22,23,37,74375
414,415,7459581.9918,661652.1747,7470141.9918,672212.1747,POINT (7459581.9918 661652.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,3,0,6,0,27,8,0,32,22,23,37,74375
415,416,7459581.9918,651092.1747,7470141.9918,661652.1747,POINT (7459581.9918 651092.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,17,16,0,0,13,0,0,52,33,121696
416,417,7459581.9918,640532.1747,7470141.9918,651092.1747,POINT (7459581.9918 640532.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,17,16,0,0,13,0,0,52,33,121696
417,418,7459581.9918,629972.1747,7470141.9918,640532.1747,POINT (7459581.9918 629972.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,17,16,0,0,13,0,0,52,33,121696
418,419,7459581.9918,619412.1747,7470141.9918,629972.1747,POINT (7459581.9918 619412.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,17,16,0,0,13,0,0,52,33,121696
419,420,7459581.9918,608852.1747,7470141.9918,619412.1747,POINT (7459581.9918 608852.1747),41,071,030400,4,410710304004,Block Group 4,G5030,S,123394054.0,739853.0,+45.2988108,-123.3141221,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,56,2,0,0,0,61,0,0,24,8,131,74082
420,421,7459581.9918,598292.1747,7470141.9918,608852.1747,POINT (7459581.9918 598292.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147423906.0,0.0,+45.1891000,-123.4325818,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,54,9,17,9,0,15,29,0,11,18,23,51667
421,422,7459581.9918,587732.1747,7470141.9918,598292.1747,POINT (7459581.9918 587732.1747),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803.0,13738.0,+45.1875465,-123.3296610,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,8,9,39,32,50,12,17,0,16,44,8,101339
422,423,7459581.9918,577172.1747,7470141.9918,587732.1747,POINT (7459581.9918 577172.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147423906.0,0.0,+45.1891000,-123.4325818,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,54,9,17,9,0,15,29,0,11,18,23,51667
423,424,7459581.9918,566612.1747,7470141.9918,577172.1747,POINT (7459581.9918 566612.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147423906.0,0.0,+45.1891000,-123.4325818,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,54,9,17,9,0,15,29,0,11,18,23,51667
424,425,7459581.9918,556052.1747,7470141.9918,566612.1747,POINT (7459581.9918 556052.1747),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803.0,13738.0,+45.1875465,-123.3296610,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,8,9,39,32,50,12,17,0,16,44,8,101339
425,426,7459581.9918,545492.1747,7470141.9918,556052.1747,POINT (7459581.9918 545492.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147423906.0,0.0,+45.1891000,-123.4325818,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,54,9,17,9,0,15,29,0,11,18,23,51667
426,427,7459581.9918,534932.1747,7470141.9918,545492.1747,POINT (7459581.9918 534932.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147423906.0,0.0,+45.1891000,-123.4325818,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,54,9,17,9,0,15,29,0,11,18,23,51667
427,428,7459581.9918,524372.1747,7470141.9918,534932.1747,POINT (7459581.9918 524372.1747),41,053,020500,1,410530205001,Block Group 1,G5030,S,204294281.0,696437.0,+45.0178623,-123.3017335,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,71,5,5,13,12,9,0,27,13,33,24,84875
428,429,7459581.9918,513812.1747,7470141.9918,524372.1747,POINT (7459581.9918 513812.1747),41,053,020500,1,410530205001,Block Group 1,G5030,S,204294281.0,696437.0,+45.0178623,-123.3017335,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,71,5,5,13,12,9,0,27,13,33,24,84875
429,430,7459581.9918,503252.1747,7470141.9918,513812.1747,POINT (7459581.9918 503252.1747),41,053,020500,1,410530205001,Block Group 1,G5030,S,204294281.0,696437.0,+45.0178623,-123.3017335,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,71,5,5,13,12,9,0,27,13,33,24,84875
430,431,7459581.9918,492692.1747,7470141.9918,503252.1747,POINT (7459581.9918 492692.1747),41,053,020500,4,410530205004,Block Group 4,G5030,S,45891753.0,0.0,+44.9607512,-123.3567621,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,0,0,0,0,0,0,0,0,0,0
431,432,7459581.9918,482132.1747,7470141.9918,492692.1747,POINT (7459581.9918 482132.1747),41,053,020500,4,410530205004,Block Group 4,G5030,S,45891753.0,0.0,+44.9607512,-123.3567621,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,0,0,0,0,0,0,0,0,0,0
432,433,7459581.9918,471572.1747,7470141.9918,482132.1747,POINT (7459581.9918 471572.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,434,7459581.9918,461012.1747,7470141.9918,471572.1747,POINT (7459581.9918 461012.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,435,7459581.9918,450452.1747,7470141.9918,461012.1747,POINT (7459581.9918 450452.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,436,7459581.9918,439892.1747,7470141.9918,450452.1747,POINT (7459581.9918 439892.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,437,7459581.9918,429332.1747,7470141.9918,439892.1747,POINT (7459581.9918 429332.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,438,7459581.9918,418772.1747,7470141.9918,429332.1747,POINT (7459581.9918 418772.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,439,7459581.9918,408212.1747,7470141.9918,418772.1747,POINT (7459581.9918 408212.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,440,7459581.9918,397652.1747,7470141.9918,408212.1747,POINT (7459581.9918 397652.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,441,7470141.9918,809492.1747,7480701.9918,820052.1747,POINT (7470141.9918 809492.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,442,7470141.9918,798932.1747,7480701.9918,809492.1747,POINT (7470141.9918 798932.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,443,7470141.9918,788372.1747,7480701.9918,798932.1747,POINT (7470141.9918 788372.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,444,7470141.9918,777812.1747,7480701.9918,788372.1747,POINT (7470141.9918 777812.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,445,7470141.9918,767252.1747,7480701.9918,777812.1747,POINT (7470141.9918 767252.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,446,7470141.9918,756692.1747,7480701.9918,767252.1747,POINT (7470141.9918 756692.1747),41,067,033500,1,410670335001,Block Group 1,G5030,S,208719822.0,18298.0,+45.6963969,-123.3252426,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,18,15,0,8,0,6,15,0,6,27,16,87632
446,447,7470141.9918,746132.1747,7480701.9918,756692.1747,POINT (7470141.9918 746132.1747),41,067,033500,1,410670335001,Block Group 1,G5030,S,208719822.0,18298.0,+45.6963969,-123.3252426,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,18,15,0,8,0,6,15,0,6,27,16,87632
447,448,7470141.9918,735572.1747,7480701.9918,746132.1747,POINT (7470141.9918 735572.1747),41,067,033500,1,410670335001,Block Group 1,G5030,S,208719822.0,18298.0,+45.6963969,-123.3252426,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,18,15,0,8,0,6,15,0,6,27,16,87632
448,449,7470141.9918,725012.1747,7480701.9918,735572.1747,POINT (7470141.9918 725012.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,450,7470141.9918,714452.1747,7480701.9918,725012.1747,POINT (7470141.9918 714452.1747),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,451,7470141.9918,703892.1747,7480701.9918,714452.1747,POINT (7470141.9918 703892.1747),41,067,033600,2,410670336002,Block Group 2,G5030,S,151724194.0,876729.0,+45.5816302,-123.2705887,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,8,0,0,24,0,6,0,17,13,21,21,78500
451,452,7470141.9918,693332.1747,7480701.9918,703892.1747,POINT (7470141.9918 693332.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,3,0,6,0,27,8,0,32,22,23,37,74375
452,453,7470141.9918,682772.1747,7480701.9918,693332.1747,POINT (7470141.9918 682772.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,3,0,6,0,27,8,0,32,22,23,37,74375
453,454,7470141.9918,672212.1747,7480701.9918,682772.1747,POINT (7470141.9918 672212.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,3,0,6,0,27,8,0,32,22,23,37,74375
454,455,7470141.9918,661652.1747,7480701.9918,672212.1747,POINT (7470141.9918 661652.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,3,0,6,0,27,8,0,32,22,23,37,74375
455,456,7470141.9918,651092.1747,7480701.9918,661652.1747,POINT (7470141.9918 651092.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,17,16,0,0,13,0,0,52,33,121696
456,457,7470141.9918,640532.1747,7480701.9918,651092.1747,POINT (7470141.9918 640532.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,17,16,0,0,13,0,0,52,33,121696
457,458,7470141.9918,629972.1747,7480701.9918,640532.1747,POINT (7470141.9918 629972.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,17,16,0,0,13,0,0,52,33,121696
458,459,7470141.9918,619412.1747,7480701.9918,629972.1747,POINT (7470141.9918 619412.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,0,0,17,16,0,0,13,0,0,52,33,121696
459,460,7470141.9918,608852.1747,7480701.9918,619412.1747,POINT (7470141.9918 608852.1747),41,071,030400,4,410710304004,Block Group 4,G5030,S,123394054.0,739853.0,+45.2988108,-123.3141221,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,56,2,0,0,0,61,0,0,24,8,131,74082
460,461,7470141.9918,598292.1747,7480701.9918,608852.1747,POINT (7470141.9918 598292.1747),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803.0,13738.0,+45.1875465,-123.3296610,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,8,9,39,32,50,12,17,0,16,44,8,101339
461,462,7470141.9918,587732.1747,7480701.9918,598292.1747,POINT (7470141.9918 587732.1747),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803.0,13738.0,+45.1875465,-123.3296610,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,8,9,39,32,50,12,17,0,16,44,8,101339
462,463,7470141.9918,577172.1747,7480701.9918,587732.1747,POINT (7470141.9918 577172.1747),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803.0,13738.0,+45.1875465,-123.3296610,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,8,9,39,32,50,12,17,0,16,44,8,101339
463,464,7470141.9918,566612.1747,7480701.9918,577172.1747,POINT (7470141.9918 566612.1747),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803.0,13738.0,+45.1875465,-123.3296610,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,8,9,39,32,50,12,17,0,16,44,8,101339
464,465,7470141.9918,556052.1747,7480701.9918,566612.1747,POINT (7470141.9918 556052.1747),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803.0,13738.0,+45.1875465,-123.3296610,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,8,9,39,32,50,12,17,0,16,44,8,101339
465,466,7470141.9918,545492.1747,7480701.9918,556052.1747,POINT (7470141.9918 545492.1747),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803.0,13738.0,+45.1875465,-123.3296610,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,8,9,39,32,50,12,17,0,16,44,8,101339
466,467,7470141.9918,534932.1747,7480701.9918,545492.1747,POINT (7470141.9918 534932.1747),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803.0,13738.0,+45.1875465,-123.3296610,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816,8,9,39,32,50,12,17,0,16,44,8,101339
