NAME,B19051_001E,B19051_002E,B19051_003E,B19058_001E,B19058_002E,B19058_003E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract,block group,GEOID
"Block Group 1, Census Tract 9601, Wallowa County, Oregon",918,658,260,918,136,782,918,67,26,83,40,52,21,29,42,16,88,102,102,116,35,77,22,41,063,960100,1,410639601001
"Block Group 1, Census Tract 327, Washington County, Oregon",465,352,113,465,0,465,465,13,0,0,10,14,18,0,10,41,44,50,64,22,34,56,89,41,067,032700,1,410670327001
"Block Group 1, Census Tract 318.04, Washington County, Oregon",819,737,82,819,48,771,819,0,0,0,0,0,10,24,22,44,0,117,182,77,66,129,148,41,067,031804,1,410670318041
"Block Group 2, Census Tract 61, Multnomah County, Oregon",519,378,141,519,76,443,519,93,5,11,12,23,14,0,30,14,56,45,38,39,32,19,88,41,051,006100,2,410510061002
"Block Group 2, Census Tract 62, Multnomah County, Oregon",352,291,61,352,0,352,352,0,0,7,0,0,19,0,12,9,30,36,38,28,19,50,104,41,051,006200,2,410510062002
"Block Group 2, Census Tract 66.01, Multnomah County, Oregon",426,369,57,426,6,420,426,0,0,6,7,0,6,9,6,20,10,35,97,7,66,69,88,41,051,006601,2,410510066012
"Block Group 1, Census Tract 104.05, Multnomah County, Oregon",697,535,162,697,54,643,697,32,0,0,58,33,0,21,51,14,80,63,92,124,33,67,29,41,051,010405,1,410510104051
"Block Group 1, Census Tract 9601, Gilliam County, Oregon",354,288,66,354,85,269,354,17,21,12,7,20,31,21,14,17,21,33,83,34,14,6,3,41,021,960100,1,410219601001
"Block Group 2, Census Tract 9501, Hood River County, Oregon",316,296,20,316,83,233,316,0,0,21,0,0,13,40,8,23,10,49,17,67,34,15,19,41,027,950100,2,410279501002
"Block Group 4, Census Tract 9501, Hood River County, Oregon",316,252,64,316,40,276,316,0,0,14,10,56,0,0,41,19,31,10,12,33,52,28,10,41,027,950100,4,410279501004
"Block Group 4, Census Tract 9502, Hood River County, Oregon",813,750,63,813,42,771,813,0,0,47,67,0,0,107,0,24,50,120,46,146,79,54,73,41,027,950200,4,410279502004
"Block Group 2, Census Tract 9502, Hood River County, Oregon",393,323,70,393,65,328,393,15,0,0,0,0,45,0,0,31,17,37,136,50,14,0,48,41,027,950200,2,410279502002
"Block Group 6, Census Tract 9503, Hood River County, Oregon",659,410,249,659,127,532,659,16,61,141,18,24,32,4,21,0,80,67,43,86,0,28,38,41,027,950300,6,410279503006
"Block Group 4, Census Tract 9503, Hood River County, Oregon",338,238,100,338,21,317,338,21,34,0,0,33,0,11,0,16,23,61,25,48,19,10,37,41,027,950300,4,410279503004
"Block Group 4, Census Tract 9504, Hood River County, Oregon",130,98,32,130,7,123,130,0,5,0,0,0,0,21,8,5,20,31,0,14,0,20,6,41,027,950400,4,410279504004
"Block Group 2, Census Tract 10.01, Benton County, Oregon",668,464,204,668,204,464,668,107,71,88,29,79,10,68,12,19,124,8,8,9,30,0,6,41,003,001001,2,410030010012
"Block Group 2, Census Tract 205.01, Clackamas County, Oregon",1310,1018,292,1310,104,1206,1310,78,95,64,44,24,30,39,0,45,79,84,109,125,107,65,322,41,005,020501,2,410050205012
"Block Group 3, Census Tract 205.04, Clackamas County, Oregon",1139,869,270,1139,79,1060,1139,0,24,72,8,67,34,46,23,61,38,105,80,150,144,111,176,41,005,020504,3,410050205043
"Block Group 3, Census Tract 212, Clackamas County, Oregon",734,574,160,734,140,594,734,95,40,21,11,23,36,100,36,55,65,27,121,69,35,0,0,41,005,021200,3,410050212003
"Block Group 3, Census Tract 12, Deschutes County, Oregon",933,715,218,933,25,908,933,0,14,30,82,34,12,16,17,45,60,137,111,48,187,53,87,41,017,001200,3,410170012003
"Block Group 2, Census Tract 98.04, Multnomah County, Oregon",407,270,137,407,111,296,407,82,0,0,10,9,10,9,26,21,39,62,61,27,6,32,13,41,051,009804,2,410510098042
"Block Group 2, Census Tract 95.02, Multnomah County, Oregon",364,268,96,364,19,345,364,20,0,0,0,13,0,0,8,8,46,31,73,51,12,68,34,41,051,009502,2,410510095022
"Block Group 1, Census Tract 104.07, Multnomah County, Oregon",862,718,144,862,50,812,862,0,42,15,0,30,39,15,29,26,55,75,126,117,113,96,84,41,051,010407,1,410510104071
"Block Group 1, Census Tract 20, Multnomah County, Oregon",698,641,57,698,0,698,698,82,14,17,47,26,68,39,22,45,101,70,78,0,70,19,0,41,051,002000,1,410510020001
"Block Group 1, Census Tract 317.03, Washington County, Oregon",566,464,102,566,158,408,566,0,22,9,22,7,9,0,39,77,76,69,100,60,10,30,36,41,067,031703,1,410670317031
"Block Group 1, Census Tract 320.01, Washington County, Oregon",1389,1152,237,1389,127,1262,1389,56,17,46,35,52,34,128,41,41,71,120,225,173,101,110,139,41,067,032001,1,410670320011
"Block Group 5, Census Tract 20, Multnomah County, Oregon",738,697,41,738,77,661,738,44,0,47,13,116,20,16,32,52,52,131,37,20,40,41,77,41,051,002000,5,410510020005
"Block Group 2, Census Tract 31, Multnomah County, Oregon",538,478,60,538,62,476,538,17,10,7,20,0,13,17,0,12,87,34,100,42,89,42,48,41,051,003100,2,410510031002
"Block Group 2, Census Tract 46.02, Multnomah County, Oregon",404,343,61,404,0,404,404,0,19,6,6,0,0,0,0,0,12,6,17,38,12,70,218,41,051,004602,2,410510046022
"Block Group 2, Census Tract 69, Multnomah County, Oregon",498,381,117,498,12,486,498,18,0,0,21,0,0,9,0,0,0,10,17,33,83,62,245,41,051,006900,2,410510069002
"Block Group 1, Census Tract 30, Multnomah County, Oregon",486,442,44,486,77,409,486,0,9,39,0,0,0,0,0,6,56,31,44,27,95,131,48,41,051,003000,1,410510030001
"Block Group 1, Census Tract 83.01, Multnomah County, Oregon",727,363,364,727,363,364,727,216,101,53,18,43,20,26,27,11,37,29,111,14,21,0,0,41,051,008301,1,410510083011
"Block Group 1, Census Tract 335, Washington County, Oregon",326,241,85,326,40,286,326,18,15,0,8,0,6,15,0,6,27,16,70,55,29,49,12,41,067,033500,1,410670335001
"Block Group 1, Census Tract 304.01, Washington County, Oregon",450,218,232,450,64,386,450,15,0,13,82,36,11,41,10,69,104,37,13,19,0,0,0,41,067,030401,1,410670304011
"Block Group 3, Census Tract 305.02, Washington County, Oregon",506,442,64,506,58,448,506,23,17,17,10,25,47,9,23,36,58,22,43,69,11,35,61,41,067,030502,3,410670305023
"Block Group 4, Census Tract 305.01, Washington County, Oregon",381,325,56,381,35,346,381,0,0,0,0,14,0,19,16,0,28,89,18,62,28,90,17,41,067,030501,4,410670305014
"Block Group 1, Census Tract 307, Washington County, Oregon",320,208,112,320,90,230,320,39,43,13,42,9,19,9,18,12,8,49,32,7,10,4,6,41,067,030700,1,410670307001
"Block Group 3, Census Tract 315.04, Washington County, Oregon",602,602,0,602,31,571,602,0,0,15,13,35,47,65,35,16,27,206,53,43,13,17,17,41,067,031504,3,410670315043
"Block Group 1, Census Tract 316.12, Washington County, Oregon",1519,1374,145,1519,206,1313,1519,64,41,56,73,7,20,32,44,28,113,200,363,180,209,82,7,41,067,031612,1,410670316121
"Block Group 1, Census Tract 316.09, Washington County, Oregon",1203,1025,178,1203,85,1118,1203,28,14,0,0,0,32,15,46,0,181,158,145,201,62,174,147,41,067,031609,1,410670316091
"Block Group 1, Census Tract 317.05, Washington County, Oregon",502,502,0,502,74,428,502,27,11,10,21,20,8,0,36,61,35,53,111,22,46,32,9,41,067,031705,1,410670317051
"Block Group 2, Census Tract 10.02, Lane County, Oregon",548,305,243,548,191,357,548,67,70,57,61,38,17,28,15,9,28,17,17,61,26,22,15,41,039,001002,2,410390010022
"Block Group 1, Census Tract 18.04, Lane County, Oregon",341,261,80,341,36,305,341,0,3,10,24,18,28,11,0,2,21,34,79,65,0,33,13,41,039,001804,1,410390018041
"Block Group 3, Census Tract 19.02, Lane County, Oregon",902,801,101,902,139,763,902,0,0,22,122,72,42,37,52,47,112,210,186,0,0,0,0,41,039,001902,3,410390019023
"Block Group 4, Census Tract 19.02, Lane County, Oregon",341,271,70,341,145,196,341,39,15,38,0,29,0,0,0,23,42,60,64,14,0,0,17,41,039,001902,4,410390019024
"Block Group 2, Census Tract 4.04, Lane County, Oregon",384,283,101,384,80,304,384,8,49,15,0,0,17,0,10,14,84,18,24,19,80,9,37,41,039,000404,2,410390004042
"Block Group 2, Census Tract 7.02, Lane County, Oregon",536,262,274,536,11,525,536,15,19,40,14,14,9,28,28,16,62,64,63,40,65,25,34,41,039,000702,2,410390007022
"Block Group 4, Census Tract 9.02, Lane County, Oregon",436,223,213,436,70,366,436,20,55,0,19,8,51,34,22,11,17,20,81,36,26,0,36,41,039,000902,4,410390009024
"Block Group 2, Census Tract 9.02, Lane County, Oregon",507,417,90,507,39,468,507,10,9,0,14,0,7,27,0,10,73,81,173,26,28,28,21,41,039,000902,2,410390009022
"Block Group 2, Census Tract 9703, Malheur County, Oregon",321,162,159,321,40,281,321,25,17,22,23,18,10,0,30,7,29,17,47,41,11,0,24,41,045,970300,2,410459703002
"Block Group 3, Census Tract 9704, Malheur County, Oregon",258,209,49,258,215,43,258,12,35,42,38,45,9,5,0,24,22,26,0,0,0,0,0,41,045,970400,3,410459704003
"Block Group 2, Census Tract 9704, Malheur County, Oregon",421,329,92,421,155,266,421,68,21,68,41,8,22,7,7,0,0,53,94,32,0,0,0,41,045,970400,2,410459704002
"Block Group 1, Census Tract 3610, Josephine County, Oregon",373,175,198,373,59,314,373,11,30,27,24,13,19,20,39,46,26,34,46,18,12,8,0,41,033,361000,1,410333610001
"Block Group 3, Census Tract 3616, Josephine County, Oregon",446,119,327,446,154,292,446,51,57,23,76,16,50,11,12,10,64,26,8,13,0,0,29,41,033,361600,3,410333616003
"Block Group 6, Census Tract 3616, Josephine County, Oregon",479,290,189,479,26,453,479,0,12,0,30,27,135,66,14,0,31,66,68,0,16,0,14,41,033,361600,6,410333616006
"Block Group 1, Census Tract 3608, Josephine County, Oregon",675,518,157,675,212,463,675,0,19,92,62,53,36,0,0,19,68,147,113,37,0,29,0,41,033,360800,1,410333608001
"Block Group 3, Census Tract 3605, Josephine County, Oregon",1134,594,540,1134,355,779,1134,170,79,113,47,56,106,62,17,60,34,89,160,95,13,33,0,41,033,360500,3,410333605003
"Block Group 2, Census Tract 9504, Lincoln County, Oregon",895,580,315,895,311,584,895,32,130,70,63,101,80,43,38,31,129,78,45,10,31,9,5,41,041,950400,2,410419504002
"Block Group 1, Census Tract 203.02, Polk County, Oregon",399,281,118,399,65,334,399,19,0,41,33,0,0,20,0,13,0,0,81,72,30,60,30,41,053,020302,1,410530203021
"Block Group 5, Census Tract 203.02, Polk County, Oregon",1237,1043,194,1237,251,986,1237,119,0,38,21,53,80,46,60,25,159,179,317,88,28,13,11,41,053,020302,5,410530203025
"Block Group 3, Census Tract 304, Yamhill County, Oregon",476,410,66,476,47,429,476,15,2,5,4,6,10,10,14,42,58,47,63,78,50,22,50,41,071,030400,3,410710304003
"Block Group 4, Census Tract 304, Yamhill County, Oregon",506,442,64,506,47,459,506,56,2,0,0,0,61,0,0,24,8,131,86,98,0,6,34,41,071,030400,4,410710304004
"Block Group 1, Census Tract 307.01, Yamhill County, Oregon",1024,785,239,1024,165,859,1024,73,14,106,27,15,61,56,71,65,90,181,112,64,0,62,27,41,071,030701,1,410710307011
"Block Group 2, Census Tract 305.02, Yamhill County, Oregon",571,399,172,571,176,395,571,73,17,23,10,58,19,38,50,13,24,155,15,45,22,9,0,41,071,030502,2,410710305022
"Block Group 4, Census Tract 305.02, Yamhill County, Oregon",364,278,86,364,103,261,364,16,8,36,13,25,30,0,16,47,25,70,30,0,0,17,31,41,071,030502,4,410710305024
"Block Group 1, Census Tract 309, Yamhill County, Oregon",828,698,130,828,203,625,828,24,4,38,22,27,18,65,29,68,91,115,137,85,50,30,25,41,071,030900,1,410710309001
"Block Group 4, Census Tract 107.01, Marion County, Oregon",972,786,186,972,151,821,972,11,85,26,42,33,32,60,95,73,111,179,83,47,65,17,13,41,047,010701,4,410470107014
"Block Group 2, Census Tract 15.03, Marion County, Oregon",706,465,241,706,256,450,706,124,85,8,27,53,58,27,15,21,119,63,25,19,0,41,21,41,047,001503,2,410470015032
"Block Group 4, Census Tract 16.01, Marion County, Oregon",386,311,75,386,73,313,386,0,0,13,9,25,33,0,0,33,35,74,56,56,0,52,0,41,047,001601,4,410470016014
"Block Group 3, Census Tract 16.01, Marion County, Oregon",787,566,221,787,73,714,787,0,63,99,69,69,18,0,0,17,87,107,88,18,64,88,0,41,047,001601,3,410470016013
"Block Group 2, Census Tract 16.03, Marion County, Oregon",642,490,152,642,48,594,642,18,0,0,92,0,8,20,0,35,64,191,79,25,54,22,34,41,047,001603,2,410470016032
"Block Group 4, Census Tract 16.03, Marion County, Oregon",681,548,133,681,85,596,681,72,10,0,0,0,0,18,50,15,73,150,108,129,0,56,0,41,047,001603,4,410470016034
"Block Group 3, Census Tract 9706, Union County, Oregon",338,285,53,338,43,295,338,10,15,21,27,0,9,39,35,0,16,67,45,19,23,12,0,41,061,970600,3,410619706003
"Block Group 2, Census Tract 307, Linn County, Oregon",380,229,151,380,47,333,380,10,0,36,0,0,29,16,12,45,9,33,78,34,22,45,11,41,043,030700,2,410430307002
"Block Group 1, Census Tract 306, Linn County, Oregon",336,215,121,336,0,336,336,13,0,0,0,42,75,0,0,0,28,32,70,32,0,15,29,41,043,030600,1,410430306001
"Block Group 2, Census Tract 59, Multnomah County, Oregon",505,369,136,505,0,505,505,17,0,0,48,45,0,0,0,33,51,47,49,29,28,78,80,41,051,005900,2,410510059002
"Block Group 3, Census Tract 59, Multnomah County, Oregon",611,482,129,611,0,611,611,0,0,0,14,0,0,17,14,0,57,55,93,102,75,73,111,41,051,005900,3,410510059003
"Block Group 1, Census Tract 3605, Josephine County, Oregon",286,221,65,286,90,196,286,28,52,43,0,13,18,0,0,20,0,23,18,37,14,0,20,41,033,360500,1,410333605001
"Block Group 3, Census Tract 9702, Klamath County, Oregon",850,431,419,850,225,625,850,77,73,34,25,129,75,62,25,71,14,92,128,34,0,11,0,41,035,970200,3,410359702003
"Block Group 2, Census Tract 9708, Klamath County, Oregon",374,306,68,374,36,338,374,9,5,21,21,0,14,15,30,13,23,83,32,45,15,24,24,41,035,970800,2,410359708002
"Block Group 2, Census Tract 105.02, Marion County, Oregon",1010,756,254,1010,120,890,1010,30,65,18,0,14,14,104,92,37,54,50,97,140,135,37,123,41,047,010502,2,410470105022
"Block Group 2, Census Tract 17.02, Marion County, Oregon",621,440,181,621,149,472,621,8,17,51,32,97,19,7,58,14,30,103,120,18,29,18,0,41,047,001702,2,410470017022
"Block Group 1, Census Tract 11, Marion County, Oregon",384,289,95,384,82,302,384,8,0,18,28,17,0,10,19,25,19,50,48,33,57,52,0,41,047,001100,1,410470011001
"Block Group 2, Census Tract 6, Marion County, Oregon",682,622,60,682,264,418,682,30,56,41,146,13,32,56,18,31,47,23,29,104,15,30,11,41,047,000600,2,410470006002
"Block Group 2, Census Tract 17.01, Marion County, Oregon",981,680,301,981,263,718,981,52,32,100,38,93,31,83,59,108,134,38,34,81,48,42,8,41,047,001701,2,410470017012
"Block Group 1, Census Tract 17.03, Marion County, Oregon",385,289,96,385,30,355,385,0,0,31,11,9,0,0,25,27,37,11,55,46,58,43,32,41,047,001703,1,410470017031
"Block Group 2, Census Tract 24, Marion County, Oregon",935,678,257,935,67,868,935,47,0,4,30,34,43,96,22,14,0,108,79,106,44,154,154,41,047,002400,2,410470024002
"Block Group 1, Census Tract 103.04, Marion County, Oregon",397,326,71,397,129,268,397,61,0,93,0,0,29,0,10,55,29,10,9,25,45,0,31,41,047,010304,1,410470103041
"Block Group 1, Census Tract 104, Marion County, Oregon",160,73,87,160,7,153,160,7,15,16,0,0,44,0,0,0,7,40,11,0,0,7,13,41,047,010400,1,410470104001
"Block Group 2, Census Tract 9512, Clatsop County, Oregon",480,336,144,480,72,408,480,8,22,20,36,10,46,29,8,11,24,84,86,69,6,8,13,41,007,951200,2,410079512002
"Block Group 2, Census Tract 9513, Clatsop County, Oregon",410,299,111,410,30,380,410,60,0,13,6,11,16,11,10,37,16,42,48,41,24,41,34,41,007,951300,2,410079513002
"Block Group 3, Census Tract 9505, Clatsop County, Oregon",956,759,197,956,142,814,956,62,15,19,24,9,82,61,0,94,128,48,187,117,35,67,8,41,007,950500,3,410079505003
"Block Group 4, Census Tract 9502, Clatsop County, Oregon",265,228,37,265,51,214,265,0,20,0,29,22,30,25,0,26,10,45,40,10,8,0,0,41,007,950200,4,410079502004
"Block Group 2, Census Tract 9503, Clatsop County, Oregon",51,41,10,51,0,51,51,0,0,0,0,0,0,0,0,0,18,33,0,0,0,0,0,41,007,950300,2,410079503002
"Block Group 3, Census Tract 9503, Clatsop County, Oregon",585,351,234,585,189,396,585,55,42,40,66,67,12,34,52,47,11,35,35,57,0,32,0,41,007,950300,3,410079503003
"Block Group 2, Census Tract 9506, Clatsop County, Oregon",403,305,98,403,39,364,403,7,0,22,20,30,0,33,9,17,24,37,80,50,45,8,21,41,007,950600,2,410079506002
"Block Group 6, Census Tract 9509, Clatsop County, Oregon",339,274,65,339,44,295,339,0,0,36,17,16,61,0,28,0,42,101,38,0,0,0,0,41,007,950900,6,410079509006
"Block Group 5, Census Tract 9509, Clatsop County, Oregon",309,268,41,309,16,293,309,0,15,0,45,0,20,39,0,16,0,81,33,23,37,0,0,41,007,950900,5,410079509005
"Block Group 1, Census Tract 28.01, Multnomah County, Oregon",643,519,124,643,35,608,643,7,9,0,10,16,9,24,32,22,58,58,101,78,45,61,113,41,051,002801,1,410510028011
"Block Group 4, Census Tract 5.02, Multnomah County, Oregon",445,355,90,445,121,324,445,58,9,10,34,10,24,22,34,10,23,92,42,36,6,35,0,41,051,000502,4,410510005024
"Block Group 3, Census Tract 5.02, Multnomah County, Oregon",322,296,26,322,49,273,322,12,0,0,0,0,17,19,14,9,35,60,81,32,33,10,0,41,051,000502,3,410510005023
"Block Group 1, Census Tract 8.02, Multnomah County, Oregon",412,399,13,412,102,310,412,13,0,17,0,38,0,0,54,18,17,99,45,56,0,41,14,41,051,000802,1,410510008021
"Block Group 1, Census Tract 10, Multnomah County, Oregon",377,362,15,377,87,290,377,19,0,0,18,32,0,0,51,0,14,33,82,46,16,30,36,41,051,001000,1,410510010001
"Block Group 5, Census Tract 10, Multnomah County, Oregon",580,492,88,580,82,498,580,33,15,32,13,49,0,0,30,16,54,67,61,94,32,84,0,41,051,001000,5,410510010005
"Block Group 1, Census Tract 12.01, Multnomah County, Oregon",444,424,20,444,16,428,444,0,0,67,17,34,14,37,0,0,53,52,101,12,19,18,20,41,051,001201,1,410510012011
"Block Group 3, Census Tract 12.02, Multnomah County, Oregon",395,356,39,395,9,386,395,9,0,19,12,12,16,25,9,8,23,30,41,16,28,67,80,41,051,001202,3,410510012023
"Block Group 4, Census Tract 13.01, Jackson County, Oregon",727,551,176,727,175,552,727,17,25,60,47,0,23,40,72,47,30,118,98,86,17,28,19,41,029,001301,4,410290013014
"Block Group 1, Census Tract 21, Jackson County, Oregon",867,616,251,867,117,750,867,38,40,68,40,52,52,20,62,16,99,49,72,99,82,32,46,41,029,002100,1,410290021001
"Block Group 4, Census Tract 29, Jackson County, Oregon",483,250,233,483,185,298,483,48,71,65,46,36,23,53,49,5,11,22,49,5,0,0,0,41,029,002900,4,410290029004
"Block Group 3, Census Tract 29, Jackson County, Oregon",651,488,163,651,94,557,651,12,20,37,39,22,45,44,37,22,53,80,90,36,75,39,0,41,029,002900,3,410290029003
"Block Group 4, Census Tract 18, Jackson County, Oregon",1004,707,297,1004,369,635,1004,204,125,36,47,116,98,70,16,34,23,95,85,14,18,12,11,41,029,001800,4,410290018004
"Block Group 1, Census Tract 20, Jackson County, Oregon",634,436,198,634,82,552,634,55,49,59,18,24,99,20,8,27,42,17,97,18,9,37,55,41,029,002000,1,410290020001
"Block Group 1, Census Tract 26, Jackson County, Oregon",566,315,251,566,144,422,566,67,62,8,41,19,62,0,25,17,23,63,86,55,14,7,17,41,029,002600,1,410290026001
"Block Group 2, Census Tract 28, Jackson County, Oregon",960,692,268,960,144,816,960,48,20,36,67,75,74,40,47,32,116,138,92,46,71,22,36,41,029,002800,2,410290028002
"Block Group 2, Census Tract 8, Jackson County, Oregon",954,556,398,954,209,745,954,87,70,122,35,17,29,78,21,0,52,53,105,101,77,107,0,41,029,000800,2,410290008002
"Block Group 3, Census Tract 7, Jackson County, Oregon",225,141,84,225,20,205,225,0,0,0,0,14,0,12,0,49,82,15,12,18,12,11,0,41,029,000700,3,410290007003
"Block Group 3, Census Tract 500.01, Douglas County, Oregon",545,383,162,545,162,383,545,73,31,30,15,15,30,49,21,45,68,52,67,15,11,6,17,41,019,050001,3,410190500013
"Block Group 2, Census Tract 1800, Douglas County, Oregon",240,129,111,240,86,154,240,62,10,34,3,0,14,9,19,6,19,24,5,18,0,17,0,41,019,180000,2,410191800002
"Block Group 3, Census Tract 1800, Douglas County, Oregon",278,213,65,278,42,236,278,0,18,0,14,29,8,35,6,9,15,108,16,13,7,0,0,41,019,180000,3,410191800003
"Block Group 5, Census Tract 9714, Klamath County, Oregon",583,472,111,583,88,495,583,16,12,0,14,69,0,14,48,67,69,59,90,13,94,18,0,41,035,971400,5,410359714005
"Block Group 4, Census Tract 9714, Klamath County, Oregon",492,429,63,492,52,440,492,28,0,12,15,28,0,41,28,0,34,140,54,91,21,0,0,41,035,971400,4,410359714004
"Block Group 3, Census Tract 9715, Klamath County, Oregon",252,107,145,252,47,205,252,41,9,10,51,16,11,0,0,0,53,10,8,11,0,32,0,41,035,971500,3,410359715003
"Block Group 2, Census Tract 9718, Klamath County, Oregon",306,276,30,306,181,125,306,41,0,27,40,0,6,21,20,25,7,81,12,14,0,4,8,41,035,971800,2,410359718002
"Block Group 1, Census Tract 102, Benton County, Oregon",761,623,138,761,23,738,761,9,10,15,12,22,28,34,40,12,56,100,151,50,83,54,85,41,003,010200,1,410030102001
"Block Group 4, Census Tract 11.01, Benton County, Oregon",224,224,0,224,16,208,224,19,18,9,29,35,16,0,8,0,9,31,37,0,13,0,0,41,003,001101,4,410030011014
"Block Group 5, Census Tract 317.04, Washington County, Oregon",312,244,68,312,0,312,312,0,0,0,0,16,51,37,0,0,0,18,99,17,16,58,0,41,067,031704,5,410670317045
"Block Group 3, Census Tract 317.04, Washington County, Oregon",337,279,58,337,39,298,337,0,0,18,0,0,0,56,0,35,0,49,38,103,38,0,0,41,067,031704,3,410670317043
"Block Group 3, Census Tract 11.01, Benton County, Oregon",221,221,0,221,10,211,221,59,0,0,0,31,49,19,0,21,0,32,0,0,0,10,0,41,003,001101,3,410030011013
"Block Group 2, Census Tract 9702, Columbia County, Oregon",497,373,124,497,171,326,497,145,17,0,12,0,61,29,27,30,23,9,51,7,68,0,18,41,009,970200,2,410099702002
"Block Group 1, Census Tract 9708, Columbia County, Oregon",708,468,240,708,363,345,708,181,29,105,0,43,0,58,21,16,23,41,92,59,40,0,0,41,009,970800,1,410099708001
"Block Group 5, Census Tract 9703, Columbia County, Oregon",364,156,208,364,70,294,364,38,0,25,52,16,40,5,55,0,98,16,4,0,4,6,5,41,009,970300,5,410099703005
"Block Group 1, Census Tract 9703, Columbia County, Oregon",427,296,131,427,73,354,427,18,17,15,33,14,16,29,0,19,47,32,66,43,13,45,20,41,009,970300,1,410099703001
"Block Group 1, Census Tract 21.02, Lane County, Oregon",1029,800,229,1029,328,701,1029,33,179,65,66,194,63,82,26,44,46,169,25,20,0,0,17,41,039,002102,1,410390021021
"Block Group 1, Census Tract 9603, Tillamook County, Oregon",388,234,154,388,67,321,388,34,0,45,0,54,0,28,57,5,21,0,17,63,23,22,19,41,057,960300,1,410579603001
"Block Group 3, Census Tract 91.02, Multnomah County, Oregon",365,139,226,365,162,203,365,31,0,26,41,26,22,0,0,0,156,0,0,63,0,0,0,41,051,009102,3,410510091023
"Block Group 3, Census Tract 31.01, Lane County, Oregon",1150,887,263,1150,164,986,1150,95,30,77,53,14,64,9,51,73,95,94,86,90,128,69,122,41,039,003101,3,410390031013
"Block Group 4, Census Tract 221.01, Clackamas County, Oregon",527,436,91,527,50,477,527,17,0,0,0,14,0,0,77,37,0,140,63,30,44,10,95,41,005,022101,4,410050221014
"Block Group 4, Census Tract 227.02, Clackamas County, Oregon",298,216,82,298,0,298,298,29,15,0,0,14,0,0,0,0,0,0,53,16,40,32,99,41,005,022702,4,410050227024
"Block Group 3, Census Tract 98.03, Multnomah County, Oregon",556,464,92,556,113,443,556,13,28,25,0,35,56,0,21,0,85,95,68,20,25,85,0,41,051,009803,3,410510098033
"Block Group 3, Census Tract 20, Deschutes County, Oregon",1407,1140,267,1407,115,1292,1407,22,12,13,90,59,159,36,61,11,124,245,296,200,20,30,29,41,017,002000,3,410170020003
"Block Group 1, Census Tract 21, Deschutes County, Oregon",921,631,290,921,51,870,921,33,0,21,20,33,51,23,42,18,21,41,126,141,32,183,136,41,017,002100,1,410170021001
"Block Group 3, Census Tract 16, Deschutes County, Oregon",1439,1184,255,1439,207,1232,1439,102,91,31,0,74,60,88,33,21,250,205,264,132,36,38,14,41,017,001600,3,410170016003
"Block Group 3, Census Tract 11, Deschutes County, Oregon",2642,2241,401,2642,230,2412,2642,43,0,52,115,191,43,85,187,26,199,327,380,319,277,219,179,41,017,001100,3,410170011003
"Block Group 1, Census Tract 7, Deschutes County, Oregon",698,539,159,698,101,597,698,44,46,0,32,5,0,10,0,0,28,143,182,37,29,97,45,41,017,000700,1,410170007001
"Block Group 1, Census Tract 333.01, Washington County, Oregon",1321,1119,202,1321,141,1180,1321,93,0,8,57,50,11,43,70,16,137,128,315,119,140,96,38,41,067,033301,1,410670333011
"Block Group 2, Census Tract 241, Clackamas County, Oregon",629,430,199,629,73,556,629,21,10,28,21,9,53,34,0,65,70,100,105,67,17,19,10,41,005,024100,2,410050241002
"Block Group 2, Census Tract 206, Clackamas County, Oregon",1168,1055,113,1168,23,1145,1168,22,23,24,11,19,0,19,20,39,35,111,143,94,147,113,348,41,005,020600,2,410050206002
"Block Group 2, Census Tract 203.03, Clackamas County, Oregon",564,322,242,564,10,554,564,16,0,70,26,47,0,34,0,35,55,28,51,10,66,35,91,41,005,020303,2,410050203032
"Block Group 1, Census Tract 208, Clackamas County, Oregon",794,555,239,794,72,722,794,31,23,9,63,23,58,54,69,65,96,116,40,45,30,45,27,41,005,020800,1,410050208001
"Block Group 1, Census Tract 9708, Klamath County, Oregon",569,379,190,569,101,468,569,53,26,27,47,24,16,29,28,27,32,73,83,48,33,8,15,41,035,970800,1,410359708001
"Block Group 1, Census Tract 9716, Klamath County, Oregon",203,120,83,203,123,80,203,9,34,49,9,0,0,81,0,0,0,21,0,0,0,0,0,41,035,971600,1,410359716001
"Block Group 1, Census Tract 9712, Klamath County, Oregon",462,313,149,462,234,228,462,94,21,45,57,26,0,59,33,33,16,36,25,8,9,0,0,41,035,971200,1,410359712001
"Block Group 2, Census Tract 9713, Klamath County, Oregon",270,223,47,270,81,189,270,34,0,37,0,28,0,45,0,0,14,0,13,34,50,15,0,41,035,971300,2,410359713002
"Block Group 4, Census Tract 9713, Klamath County, Oregon",238,197,41,238,26,212,238,0,0,41,15,0,0,0,0,15,16,20,30,67,34,0,0,41,035,971300,4,410359713004
"Block Group 3, Census Tract 13, Deschutes County, Oregon",654,477,177,654,82,572,654,16,20,25,32,85,0,30,38,29,21,44,55,125,42,0,92,41,017,001300,3,410170013003
