NAME,B19051_001E,B19051_002E,B19051_003E,B19058_001E,B19058_002E,B19058_003E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract,block group,GEOID
"Block Group 2, Census Tract 9711, Columbia County, Oregon",470,302,168,470,56,414,470,26,27,2,11,27,12,16,8,59,27,23,55,98,45,16,18,41,009,971100,2,410099711002
"Block Group 3, Census Tract 9711, Columbia County, Oregon",504,352,152,504,94,410,504,9,8,25,37,24,15,30,23,37,48,91,25,106,7,15,4,41,009,971100,3,410099711003
"Block Group 1, Census Tract 9711, Columbia County, Oregon",359,268,91,359,105,254,359,17,22,10,29,15,3,6,3,21,8,61,67,31,29,37,0,41,009,971100,1,410099711001
"Block Group 1, Census Tract 9706, Columbia County, Oregon",723,569,154,723,82,641,723,16,0,0,0,13,42,55,32,33,142,49,81,136,55,54,15,41,009,970600,1,410099706001
"Block Group 3, Census Tract 9706, Columbia County, Oregon",397,195,202,397,28,369,397,13,0,0,30,0,14,29,28,14,53,28,69,31,14,74,0,41,009,970600,3,410099706003
"Block Group 2, Census Tract 9709, Columbia County, Oregon",409,322,87,409,89,320,409,14,0,0,0,0,76,0,13,10,9,111,17,26,42,42,49,41,009,970900,2,410099709002
"Block Group 1, Census Tract 9709, Columbia County, Oregon",425,314,111,425,24,401,425,34,12,0,13,11,0,12,0,0,15,57,104,50,33,53,31,41,009,970900,1,410099709001
"Block Group 1, Census Tract 9504, Crook County, Oregon",1585,962,623,1585,244,1341,1585,76,24,88,103,98,92,70,47,99,201,270,190,149,16,30,32,41,013,950400,1,410139504001
"Block Group 2, Census Tract 9504, Crook County, Oregon",231,205,26,231,52,179,231,34,0,19,8,9,19,39,0,0,58,0,14,15,16,0,0,41,013,950400,2,410139504002
"Block Group 2, Census Tract 53, Lane County, Oregon",718,571,147,718,78,640,718,27,0,19,7,0,14,57,13,40,52,84,104,122,43,34,102,41,039,005300,2,410390053002
"Block Group 1, Census Tract 53, Lane County, Oregon",316,249,67,316,45,271,316,0,0,6,9,10,33,33,0,11,16,65,31,29,48,15,10,41,039,005300,1,410390053001
"Block Group 3, Census Tract 11.01, Lane County, Oregon",1003,713,290,1003,150,853,1003,0,38,36,28,16,53,38,23,72,64,165,161,146,43,66,54,41,039,001101,3,410390011013
"Block Group 1, Census Tract 11.01, Lane County, Oregon",668,539,129,668,51,617,668,28,0,0,27,13,0,13,18,0,57,195,48,27,83,41,118,41,039,001101,1,410390011011
"Block Group 3, Census Tract 11.02, Lane County, Oregon",500,333,167,500,76,424,500,48,24,31,9,32,25,38,13,26,46,54,51,43,26,5,29,41,039,001102,3,410390011023
"Block Group 1, Census Tract 11.02, Lane County, Oregon",326,247,79,326,22,304,326,0,0,23,0,50,8,15,9,11,0,7,30,74,36,47,16,41,039,001102,1,410390011021
"Block Group 2, Census Tract 14, Lane County, Oregon",340,201,139,340,86,254,340,13,37,15,18,22,47,18,17,7,38,23,29,10,34,12,0,41,039,001400,2,410390014002
"Block Group 2, Census Tract 3608, Josephine County, Oregon",460,228,232,460,104,356,460,0,40,0,74,19,0,38,40,51,52,57,38,17,0,17,17,41,033,360800,2,410333608002
"Block Group 3, Census Tract 3608, Josephine County, Oregon",1114,717,397,1114,177,937,1114,90,84,34,0,18,107,13,79,16,119,170,108,152,72,25,27,41,033,360800,3,410333608003
"Block Group 2, Census Tract 3605, Josephine County, Oregon",374,295,79,374,116,258,374,35,27,33,31,0,0,17,15,75,47,13,36,14,0,15,16,41,033,360500,2,410333605002
"Block Group 4, Census Tract 3605, Josephine County, Oregon",716,552,164,716,234,482,716,68,67,34,58,0,18,36,0,35,80,133,84,18,32,0,53,41,033,360500,4,410333605004
"Block Group 1, Census Tract 3615, Josephine County, Oregon",1072,727,345,1072,113,959,1072,75,46,0,107,57,96,51,16,90,71,170,144,15,40,23,71,41,033,361500,1,410333615001
"Block Group 1, Census Tract 9702, Klamath County, Oregon",504,347,157,504,95,409,504,16,102,61,52,0,65,35,35,14,66,42,0,0,0,0,16,41,035,970200,1,410359702001
"Block Group 2, Census Tract 9702, Klamath County, Oregon",466,152,314,466,118,348,466,0,34,108,21,112,0,0,18,25,50,0,15,0,0,26,57,41,035,970200,2,410359702002
"Block Group 4, Census Tract 9702, Klamath County, Oregon",456,343,113,456,99,357,456,27,20,11,43,19,42,18,11,9,40,56,134,6,0,4,16,41,035,970200,4,410359702004
"Block Group 1, Census Tract 105.02, Marion County, Oregon",1187,874,313,1187,181,1006,1187,44,36,57,37,56,31,90,108,39,99,149,221,124,16,38,42,41,047,010502,1,410470105021
"Block Group 3, Census Tract 105.02, Marion County, Oregon",216,140,76,216,22,194,216,34,0,15,14,0,0,0,0,0,0,49,29,15,11,49,0,41,047,010502,3,410470105023
"Block Group 3, Census Tract 17.02, Marion County, Oregon",661,614,47,661,260,401,661,15,85,44,103,6,23,73,0,59,27,70,53,59,10,34,0,41,047,001702,3,410470017023
"Block Group 1, Census Tract 17.02, Marion County, Oregon",474,403,71,474,119,355,474,0,8,8,35,20,9,31,0,8,22,102,88,56,33,39,15,41,047,001702,1,410470017021
"Block Group 3, Census Tract 6, Marion County, Oregon",712,522,190,712,236,476,712,96,70,13,15,13,94,47,15,67,28,54,70,67,63,0,0,41,047,000600,3,410470006003
"Block Group 1, Census Tract 6, Marion County, Oregon",624,430,194,624,165,459,624,25,62,16,9,11,41,49,82,14,27,79,69,47,33,12,48,41,047,000600,1,410470006001
"Block Group 4, Census Tract 16.04, Marion County, Oregon",797,660,137,797,244,553,797,53,39,27,91,41,129,0,25,0,107,13,150,83,16,23,0,41,047,001604,4,410470016044
"Block Group 1, Census Tract 17.01, Marion County, Oregon",696,578,118,696,381,315,696,84,11,166,60,51,54,18,51,16,28,92,54,0,0,11,0,41,047,001701,1,410470017011
"Block Group 3, Census Tract 17.01, Marion County, Oregon",795,519,276,795,233,562,795,54,12,0,39,217,25,15,23,15,18,101,93,83,56,44,0,41,047,001701,3,410470017013
"Block Group 2, Census Tract 17.03, Marion County, Oregon",533,316,217,533,84,449,533,17,7,18,45,26,52,18,43,27,41,36,35,130,9,29,0,41,047,001703,2,410470017032
"Block Group 3, Census Tract 17.03, Marion County, Oregon",538,445,93,538,115,423,538,8,0,15,9,16,0,28,54,31,84,69,115,60,30,11,8,41,047,001703,3,410470017033
"Block Group 1, Census Tract 24, Marion County, Oregon",569,419,150,569,36,533,569,17,0,16,9,18,23,0,10,8,12,99,92,72,71,48,74,41,047,002400,1,410470024001
"Block Group 4, Census Tract 103.04, Marion County, Oregon",277,235,42,277,75,202,277,31,36,0,0,17,9,0,53,0,0,7,68,0,8,48,0,41,047,010304,4,410470103044
"Block Group 2, Census Tract 103.04, Marion County, Oregon",782,745,37,782,129,653,782,0,0,37,8,0,9,75,40,30,94,132,162,117,17,52,9,41,047,010304,2,410470103042
"Block Group 3, Census Tract 103.04, Marion County, Oregon",259,226,33,259,74,185,259,33,0,0,37,28,0,11,0,0,9,69,21,12,8,20,11,41,047,010304,3,410470103043
"Block Group 1, Census Tract 328, Washington County, Oregon",432,362,70,432,48,384,432,10,5,9,34,9,4,44,21,53,14,38,60,37,22,43,29,41,067,032800,1,410670328001
"Block Group 2, Census Tract 308.03, Washington County, Oregon",576,200,376,576,38,538,576,47,14,15,13,84,56,16,12,30,77,52,60,67,0,24,9,41,067,030803,2,410670308032
"Block Group 3, Census Tract 308.03, Washington County, Oregon",663,407,256,663,8,655,663,19,13,24,40,0,0,13,25,28,40,118,105,69,82,42,45,41,067,030803,3,410670308033
"Block Group 1, Census Tract 308.03, Washington County, Oregon",857,783,74,857,96,761,857,0,69,34,74,59,12,0,0,18,211,106,86,76,42,28,42,41,067,030803,1,410670308031
"Block Group 2, Census Tract 303, Washington County, Oregon",428,313,115,428,40,388,428,0,0,8,38,9,45,0,21,15,20,29,24,17,32,19,151,41,067,030300,2,410670303002
"Block Group 4, Census Tract 303, Washington County, Oregon",572,515,57,572,0,572,572,0,11,11,0,19,11,0,26,62,59,7,81,44,47,63,131,41,067,030300,4,410670303004
"Block Group 1, Census Tract 303, Washington County, Oregon",560,457,103,560,9,551,560,30,0,9,9,20,22,54,0,0,15,41,0,61,60,46,193,41,067,030300,1,410670303001
"Block Group 3, Census Tract 303, Washington County, Oregon",303,231,72,303,0,303,303,9,14,0,0,0,0,12,25,0,0,44,33,34,0,53,79,41,067,030300,3,410670303003
"Block Group 5, Census Tract 310.03, Washington County, Oregon",706,629,77,706,28,678,706,16,16,0,66,45,12,11,13,0,44,0,183,82,33,154,31,41,067,031003,5,410670310035
"Block Group 4, Census Tract 310.03, Washington County, Oregon",1094,937,157,1094,76,1018,1094,13,10,12,0,17,19,53,15,45,99,189,76,192,142,92,120,41,067,031003,4,410670310034
"Block Group 1, Census Tract 310.03, Washington County, Oregon",591,528,63,591,94,497,591,26,14,16,17,79,63,12,0,0,30,45,170,54,0,65,0,41,067,031003,1,410670310031
"Block Group 2, Census Tract 9701, Morrow County, Oregon",569,459,110,569,170,399,569,14,34,5,0,78,0,35,26,27,0,84,101,99,55,11,0,41,049,970100,2,410499701002
"Block Group 3, Census Tract 9701, Morrow County, Oregon",337,281,56,337,134,203,337,6,27,33,48,13,35,7,0,37,5,40,11,24,21,24,6,41,049,970100,3,410499701003
"Block Group 5, Census Tract 9701, Morrow County, Oregon",570,352,218,570,62,508,570,60,0,70,7,20,53,22,0,32,105,31,55,51,37,0,27,41,049,970100,5,410499701005
"Block Group 1, Census Tract 9512, Clatsop County, Oregon",306,174,132,306,60,246,306,9,44,10,7,10,43,0,11,10,22,62,49,9,20,0,0,41,007,951200,1,410079512001
"Block Group 2, Census Tract 105.01, Marion County, Oregon",299,270,29,299,60,239,299,0,0,0,0,34,0,0,0,20,15,80,17,84,31,18,0,41,047,010501,2,410470105012
"Block Group 1, Census Tract 4, Marion County, Oregon",807,647,160,807,266,541,807,45,39,59,20,63,61,26,40,72,87,41,82,98,41,15,18,41,047,000400,1,410470004001
"Block Group 2, Census Tract 4, Marion County, Oregon",590,527,63,590,302,288,590,36,19,91,30,18,46,10,86,33,50,33,62,76,0,0,0,41,047,000400,2,410470004002
"Block Group 2, Census Tract 10, Marion County, Oregon",624,505,119,624,262,362,624,45,88,20,45,14,76,8,57,65,16,57,84,20,15,14,0,41,047,001000,2,410470010002
"Block Group 3, Census Tract 10, Marion County, Oregon",641,415,226,641,133,508,641,35,7,51,65,19,56,42,23,97,26,63,103,35,6,0,13,41,047,001000,3,410470010003
"Block Group 1, Census Tract 17, Lane County, Oregon",713,385,328,713,262,451,713,52,13,106,60,105,0,14,14,41,61,106,97,31,0,13,0,41,039,001700,1,410390017001
"Block Group 3, Census Tract 17, Lane County, Oregon",444,256,188,444,41,403,444,15,58,16,30,28,14,32,15,16,0,41,28,65,28,42,16,41,039,001700,3,410390017003
"Block Group 4, Census Tract 17, Lane County, Oregon",648,502,146,648,31,617,648,0,0,33,16,0,70,0,14,15,77,15,161,44,79,101,23,41,039,001700,4,410390017004
"Block Group 1, Census Tract 24.01, Lane County, Oregon",326,282,44,326,29,297,326,8,0,0,17,17,0,17,10,11,10,23,7,62,44,34,66,41,039,002401,1,410390024011
"Block Group 1, Census Tract 29.02, Lane County, Oregon",1123,637,486,1123,220,903,1123,142,29,100,56,26,61,53,80,21,74,181,93,68,87,41,11,41,039,002902,1,410390029021
"Block Group 2, Census Tract 30, Lane County, Oregon",1110,879,231,1110,125,985,1110,94,90,128,37,84,40,41,86,11,32,86,36,121,82,75,67,41,039,003000,2,410390030002
"Block Group 3, Census Tract 310.03, Washington County, Oregon",264,200,64,264,14,250,264,0,0,16,0,34,0,0,0,9,0,49,58,21,15,32,30,41,067,031003,3,410670310033
"Block Group 2, Census Tract 310.06, Washington County, Oregon",355,298,57,355,35,320,355,0,0,15,0,0,32,30,0,56,0,29,32,38,64,45,14,41,067,031006,2,410670310062
"Block Group 1, Census Tract 310.06, Washington County, Oregon",1002,820,182,1002,22,980,1002,89,0,41,62,16,21,22,30,0,250,97,170,70,50,70,14,41,067,031006,1,410670310061
"Block Group 4, Census Tract 310.06, Washington County, Oregon",1048,1000,48,1048,125,923,1048,13,43,17,90,0,173,124,69,17,188,153,84,62,15,0,0,41,067,031006,4,410670310064
"Block Group 2, Census Tract 317.06, Washington County, Oregon",402,329,73,402,146,256,402,0,18,56,19,4,0,39,35,5,45,10,89,45,22,15,0,41,067,031706,2,410670317062
"Block Group 3, Census Tract 317.06, Washington County, Oregon",471,413,58,471,60,411,471,40,28,0,0,25,21,7,0,28,11,7,130,33,72,69,0,41,067,031706,3,410670317063
"Block Group 1, Census Tract 316.10, Washington County, Oregon",327,274,53,327,0,327,327,12,11,0,0,0,0,0,17,0,0,50,65,65,29,39,39,41,067,031610,1,410670316101
"Block Group 4, Census Tract 316.10, Washington County, Oregon",1140,973,167,1140,121,1019,1140,15,14,25,46,50,97,13,38,42,89,152,214,66,85,61,133,41,067,031610,4,410670316104
"Block Group 3, Census Tract 316.10, Washington County, Oregon",237,208,29,237,50,187,237,8,0,0,14,15,12,0,32,16,54,13,0,73,0,0,0,41,067,031610,3,410670316103
"Block Group 3, Census Tract 320.01, Washington County, Oregon",377,303,74,377,14,363,377,5,2,4,16,5,0,10,2,7,0,30,52,33,40,70,101,41,067,032001,3,410670320013
"Block Group 3, Census Tract 9512, Clatsop County, Oregon",458,364,94,458,130,328,458,35,8,37,14,10,7,43,35,23,62,13,62,29,43,24,13,41,007,951200,3,410079512003
"Block Group 1, Census Tract 9513, Clatsop County, Oregon",595,401,194,595,91,504,595,4,13,26,52,41,27,28,36,21,54,65,93,83,23,11,18,41,007,951300,1,410079513001
"Block Group 1, Census Tract 9505, Clatsop County, Oregon",506,355,151,506,98,408,506,0,9,11,28,20,29,32,41,9,72,48,97,50,15,35,10,41,007,950500,1,410079505001
"Block Group 2, Census Tract 9502, Clatsop County, Oregon",372,257,115,372,95,277,372,31,23,31,22,39,33,21,8,0,27,42,28,33,10,6,18,41,007,950200,2,410079502002
"Block Group 1, Census Tract 9502, Clatsop County, Oregon",562,319,243,562,43,519,562,48,17,0,28,58,41,60,29,0,34,67,47,39,19,48,27,41,007,950200,1,410079502001
"Block Group 3, Census Tract 9502, Clatsop County, Oregon",553,459,94,553,66,487,553,25,17,24,17,0,39,30,0,46,91,26,76,114,26,0,22,41,007,950200,3,410079502003
"Block Group 1, Census Tract 9503, Clatsop County, Oregon",343,214,129,343,45,298,343,29,12,41,11,14,24,13,20,50,32,35,25,0,11,26,0,41,007,950300,1,410079503001
"Block Group 4, Census Tract 9503, Clatsop County, Oregon",277,193,84,277,25,252,277,17,15,9,0,17,10,10,23,11,8,15,54,32,41,15,0,41,007,950300,4,410079503004
"Block Group 1, Census Tract 9506, Clatsop County, Oregon",483,379,104,483,47,436,483,0,17,27,0,21,31,23,33,32,79,8,85,87,9,20,11,41,007,950600,1,410079506001
"Block Group 3, Census Tract 9506, Clatsop County, Oregon",206,149,57,206,37,169,206,10,8,0,0,10,21,11,0,37,0,48,5,27,0,29,0,41,007,950600,3,410079506003
"Block Group 1, Census Tract 9509, Clatsop County, Oregon",378,272,106,378,123,255,378,0,0,0,16,0,0,49,0,33,17,65,114,44,0,0,40,41,007,950900,1,410079509001
"Block Group 2, Census Tract 9509, Clatsop County, Oregon",414,271,143,414,22,392,414,0,0,35,0,66,31,21,43,50,48,22,45,23,30,0,0,41,007,950900,2,410079509002
"Block Group 3, Census Tract 9509, Clatsop County, Oregon",411,275,136,411,107,304,411,70,28,49,37,75,16,0,37,31,18,0,50,0,0,0,0,41,007,950900,3,410079509003
"Block Group 4, Census Tract 9509, Clatsop County, Oregon",211,176,35,211,123,88,211,0,21,41,0,33,0,11,0,35,0,18,0,17,35,0,0,41,007,950900,4,410079509004
"Block Group 2, Census Tract 5.02, Multnomah County, Oregon",271,184,87,271,60,211,271,10,28,14,10,10,10,0,9,0,11,49,83,14,23,0,0,41,051,000502,2,410510005022
"Block Group 5, Census Tract 5.02, Multnomah County, Oregon",497,426,71,497,95,402,497,41,34,20,12,21,0,49,15,21,10,44,53,122,20,13,22,41,051,000502,5,410510005025
"Block Group 1, Census Tract 5.02, Multnomah County, Oregon",360,336,24,360,61,299,360,22,0,14,0,0,8,0,26,22,20,40,107,77,9,15,0,41,051,000502,1,410510005021
"Block Group 3, Census Tract 8.02, Multnomah County, Oregon",558,484,74,558,72,486,558,15,14,0,14,14,42,50,39,11,54,41,54,127,75,0,8,41,051,000802,3,410510008023
"Block Group 4, Census Tract 8.02, Multnomah County, Oregon",759,686,73,759,196,563,759,68,24,17,59,40,0,31,41,0,71,95,196,35,37,26,19,41,051,000802,4,410510008024
"Block Group 2, Census Tract 8.02, Multnomah County, Oregon",358,314,44,358,58,300,358,0,0,44,0,11,20,0,0,36,80,29,51,43,9,35,0,41,051,000802,2,410510008022
"Block Group 4, Census Tract 10, Multnomah County, Oregon",413,374,39,413,32,381,413,0,17,0,32,0,0,0,13,0,17,33,102,103,48,32,16,41,051,001000,4,410510010004
"Block Group 3, Census Tract 10, Multnomah County, Oregon",564,512,52,564,63,501,564,0,38,0,0,14,32,15,22,13,48,106,67,0,53,126,30,41,051,001000,3,410510010003
"Block Group 2, Census Tract 10, Multnomah County, Oregon",610,542,68,610,95,515,610,34,56,25,0,0,47,0,16,0,26,66,44,83,84,63,66,41,051,001000,2,410510010002
"Block Group 1, Census Tract 11.01, Multnomah County, Oregon",675,489,186,675,264,411,675,186,90,59,0,31,72,19,21,0,28,45,37,59,9,19,0,41,051,001101,1,410510011011
"Block Group 2, Census Tract 12.01, Multnomah County, Oregon",727,611,116,727,59,668,727,50,14,15,53,15,53,39,24,0,37,73,134,16,71,36,97,41,051,001201,2,410510012012
"Block Group 4, Census Tract 12.01, Multnomah County, Oregon",1127,1043,84,1127,178,949,1127,140,77,0,15,70,59,32,0,67,33,118,252,20,57,73,114,41,051,001201,4,410510012014
"Block Group 2, Census Tract 230.01, Clackamas County, Oregon",439,317,122,439,35,404,439,5,31,0,0,40,13,0,51,6,54,43,42,54,25,17,58,41,005,023001,2,410050230012
"Block Group 1, Census Tract 234.03, Clackamas County, Oregon",1994,1679,315,1994,359,1635,1994,42,23,81,49,52,159,54,89,133,113,229,408,207,81,141,133,41,005,023403,1,410050234031
"Block Group 3, Census Tract 234.04, Clackamas County, Oregon",464,241,223,464,45,419,464,32,16,71,31,0,34,0,14,30,32,63,61,0,13,17,50,41,005,023404,3,410050234043
"Block Group 4, Census Tract 234.04, Clackamas County, Oregon",496,353,143,496,65,431,496,0,15,65,0,0,0,0,32,0,28,43,156,52,41,15,49,41,005,023404,4,410050234044
"Block Group 1, Census Tract 234.04, Clackamas County, Oregon",584,508,76,584,0,584,584,16,0,27,0,17,15,0,0,0,31,33,181,176,31,31,26,41,005,023404,1,410050234041
"Block Group 2, Census Tract 234.04, Clackamas County, Oregon",952,768,184,952,300,652,952,74,17,17,57,31,64,61,0,0,97,186,129,135,21,48,15,41,005,023404,2,410050234042
"Block Group 2, Census Tract 239.02, Clackamas County, Oregon",529,449,80,529,169,360,529,18,34,11,19,8,42,39,34,19,41,69,76,21,58,40,0,41,005,023902,2,410050239022
"Block Group 1, Census Tract 4.05, Jackson County, Oregon",720,554,166,720,322,398,720,91,69,80,51,14,31,39,31,31,37,56,82,40,27,32,9,41,029,000405,1,410290004051
"Block Group 4, Census Tract 10.01, Jackson County, Oregon",715,373,342,715,56,659,715,27,35,14,42,95,109,15,15,55,88,136,53,23,0,8,0,41,029,001001,4,410290010014
"Block Group 3, Census Tract 321.03, Washington County, Oregon",1309,1136,173,1309,0,1309,1309,14,30,17,44,42,45,13,11,48,88,103,201,183,44,251,175,41,067,032103,3,410670321033
"Block Group 3, Census Tract 304.01, Washington County, Oregon",665,570,95,665,86,579,665,0,26,25,49,27,13,45,52,61,107,90,64,53,27,11,15,41,067,030401,3,410670304013
"Block Group 3, Census Tract 304.02, Washington County, Oregon",751,713,38,751,79,672,751,0,25,15,23,15,18,38,0,9,41,99,117,0,100,69,182,41,067,030402,3,410670304023
"Block Group 1, Census Tract 10, Marion County, Oregon",349,300,49,349,126,223,349,11,20,0,27,71,53,7,16,20,25,17,82,0,0,0,0,41,047,001000,1,410470010001
"Block Group 1, Census Tract 103.03, Marion County, Oregon",646,569,77,646,132,514,646,39,14,3,28,24,40,8,27,23,73,68,130,59,33,64,13,41,047,010303,1,410470103031
"Block Group 2, Census Tract 103.03, Marion County, Oregon",583,458,125,583,124,459,583,37,11,9,26,10,51,29,38,7,46,77,84,47,41,47,23,41,047,010303,2,410470103032
"Block Group 1, Census Tract 211, Clackamas County, Oregon",408,335,73,408,120,288,408,14,67,32,32,0,19,22,0,19,55,0,35,53,41,19,0,41,005,021100,1,410050211001
"Block Group 3, Census Tract 211, Clackamas County, Oregon",558,472,86,558,17,541,558,0,0,0,15,16,15,0,12,49,35,105,164,37,68,20,22,41,005,021100,3,410050211003
"Block Group 2, Census Tract 211, Clackamas County, Oregon",582,488,94,582,27,555,582,13,18,13,19,0,19,48,46,26,50,14,108,116,57,21,14,41,005,021100,2,410050211002
"Block Group 1, Census Tract 202.03, Polk County, Oregon",511,390,121,511,147,364,511,31,21,27,36,38,0,65,20,11,54,79,65,27,10,27,0,41,053,020203,1,410530202031
"Block Group 3, Census Tract 202.03, Polk County, Oregon",331,254,77,331,94,237,331,11,10,60,0,10,83,18,19,0,27,13,53,27,0,0,0,41,053,020203,3,410530202033
"Block Group 2, Census Tract 202.03, Polk County, Oregon",234,183,51,234,111,123,234,32,0,8,83,12,9,8,21,11,9,19,7,10,0,5,0,41,053,020203,2,410530202032
"Block Group 3, Census Tract 203.02, Polk County, Oregon",998,854,144,998,205,793,998,23,13,42,12,28,54,97,81,12,126,211,65,84,96,54,0,41,053,020302,3,410530203023
"Block Group 4, Census Tract 203.02, Polk County, Oregon",401,355,46,401,134,267,401,0,0,13,79,12,27,17,0,80,24,49,39,0,0,61,0,41,053,020302,4,410530203024
"Block Group 2, Census Tract 203.02, Polk County, Oregon",259,157,102,259,29,230,259,14,14,0,27,0,27,16,17,0,0,0,57,54,0,15,18,41,053,020302,2,410530203022
"Block Group 2, Census Tract 304, Yamhill County, Oregon",782,513,269,782,46,736,782,0,0,6,11,17,16,19,104,14,98,97,61,104,69,49,117,41,071,030400,2,410710304002
"Block Group 5, Census Tract 304, Yamhill County, Oregon",870,647,223,870,81,789,870,10,21,14,66,29,6,29,32,14,48,164,168,112,83,62,12,41,071,030400,5,410710304005
"Block Group 1, Census Tract 304, Yamhill County, Oregon",315,240,75,315,17,298,315,0,0,17,16,0,0,13,0,0,52,33,0,31,70,31,52,41,071,030400,1,410710304001
"Block Group 2, Census Tract 307.01, Yamhill County, Oregon",1752,971,781,1752,320,1432,1752,88,59,72,100,70,26,64,86,166,137,128,194,186,251,87,38,41,071,030701,2,410710307012
"Block Group 1, Census Tract 308.01, Yamhill County, Oregon",748,348,400,748,342,406,748,135,75,89,32,144,0,43,66,42,26,10,45,11,0,30,0,41,071,030801,1,410710308011
"Block Group 2, Census Tract 308.01, Yamhill County, Oregon",799,681,118,799,243,556,799,0,22,118,127,62,11,11,21,116,13,20,171,61,19,0,27,41,071,030801,2,410710308012
"Block Group 3, Census Tract 305.02, Yamhill County, Oregon",405,304,101,405,95,310,405,10,34,30,7,59,25,8,38,0,53,28,49,25,10,18,11,41,071,030502,3,410710305023
"Block Group 2, Census Tract 308.02, Yamhill County, Oregon",59,59,0,59,29,30,59,6,7,0,0,22,0,0,0,0,0,0,0,24,0,0,0,41,071,030802,2,410710308022
"Block Group 1, Census Tract 308.02, Yamhill County, Oregon",831,671,160,831,331,500,831,104,44,29,38,60,65,46,39,32,36,49,172,79,10,0,28,41,071,030802,1,410710308021
"Block Group 2, Census Tract 309, Yamhill County, Oregon",662,569,93,662,86,576,662,31,25,12,9,35,44,43,14,12,78,26,68,67,61,91,46,41,071,030900,2,410710309002
"Block Group 3, Census Tract 302.02, Yamhill County, Oregon",999,890,109,999,216,783,999,23,11,65,97,84,94,12,5,47,55,49,275,71,43,35,33,41,071,030202,3,410710302023
"Block Group 1, Census Tract 107.01, Marion County, Oregon",448,295,153,448,47,401,448,0,0,25,15,15,22,16,15,14,25,11,160,98,16,16,0,41,047,010701,1,410470107011
"Block Group 1, Census Tract 15.03, Marion County, Oregon",587,422,165,587,137,450,587,24,47,42,28,54,53,29,0,73,57,23,67,42,38,10,0,41,047,001503,1,410470015031
"Block Group 3, Census Tract 15.03, Marion County, Oregon",482,343,139,482,79,403,482,50,10,49,31,22,21,13,24,15,73,35,69,56,5,4,5,41,047,001503,3,410470015033
"Block Group 1, Census Tract 16.01, Marion County, Oregon",562,444,118,562,189,373,562,22,17,0,106,0,35,17,33,12,62,58,108,0,11,81,0,41,047,001601,1,410470016011
"Block Group 2, Census Tract 16.01, Marion County, Oregon",1015,826,189,1015,192,823,1015,20,26,16,69,58,0,26,0,57,214,182,88,86,81,46,46,41,047,001601,2,410470016012
"Block Group 1, Census Tract 20, Marion County, Oregon",1203,642,561,1203,345,858,1203,127,47,83,95,70,77,16,13,35,47,80,183,154,32,83,61,41,047,002000,1,410470020001
"Block Group 2, Census Tract 20, Marion County, Oregon",805,709,96,805,18,787,805,0,0,0,26,16,66,70,18,27,58,79,157,98,81,39,70,41,047,002000,2,410470020002
"Block Group 1, Census Tract 16.03, Marion County, Oregon",631,477,154,631,70,561,631,20,0,0,27,0,46,49,0,23,43,87,164,80,50,42,0,41,047,001603,1,410470016031
"Block Group 3, Census Tract 204, Polk County, Oregon",317,261,56,317,66,251,317,23,14,3,36,13,10,8,9,0,21,30,89,25,16,9,11,41,053,020400,3,410530204003
"Block Group 1, Census Tract 9706, Union County, Oregon",453,358,95,453,10,443,453,17,0,0,0,30,12,15,10,10,34,65,84,89,28,29,30,41,061,970600,1,410619706001
"Block Group 4, Census Tract 9706, Union County, Oregon",279,217,62,279,46,233,279,12,32,0,8,12,21,14,0,10,0,21,43,59,16,21,10,41,061,970600,4,410619706004
"Block Group 3, Census Tract 306, Linn County, Oregon",474,348,126,474,33,441,474,0,12,0,73,0,2,21,18,27,61,61,22,21,96,32,28,41,043,030600,3,410430306003
"Block Group 4, Census Tract 306, Linn County, Oregon",818,652,166,818,189,629,818,16,57,28,84,30,114,68,126,32,25,138,24,34,42,0,0,41,043,030600,4,410430306004
"Block Group 2, Census Tract 306, Linn County, Oregon",509,431,78,509,69,440,509,26,22,10,0,26,28,24,18,11,52,89,102,76,11,14,0,41,043,030600,2,410430306002
"Block Group 2, Census Tract 38.02, Multnomah County, Oregon",386,293,93,386,32,354,386,11,0,0,0,29,8,7,13,0,32,54,112,32,37,35,16,41,051,003802,2,410510038022
"Block Group 1, Census Tract 38.02, Multnomah County, Oregon",582,546,36,582,40,542,582,26,38,26,0,21,11,0,29,0,86,22,135,64,60,22,42,41,051,003802,1,410510038021
"Block Group 1, Census Tract 87, Multnomah County, Oregon",573,523,50,573,91,482,573,41,0,8,26,12,55,8,19,29,77,57,109,68,9,35,20,41,051,008700,1,410510087001
"Block Group 3, Census Tract 87, Multnomah County, Oregon",542,429,113,542,145,397,542,0,27,18,33,8,0,17,47,60,26,58,117,28,41,40,22,41,051,008700,3,410510087003
"Block Group 2, Census Tract 91.02, Multnomah County, Oregon",676,543,133,676,112,564,676,36,19,19,41,59,26,19,0,18,20,51,158,71,74,65,0,41,051,009102,2,410510091022
"Block Group 1, Census Tract 91.02, Multnomah County, Oregon",394,358,36,394,139,255,394,0,14,0,77,4,25,21,47,46,23,19,37,35,26,20,0,41,051,009102,1,410510091021
